rok;teryt;powiat;wojewodztwo;pow_grodzki
2010;1608;oleski;opolskie;0
2010;413;sępoleński;kujawsko-pomorskie;0
2010;1863;Rzeszów;podkarpackie;1
2010;2861;Elbląg;warmińsko-mazurskie;1
2010;264;Wrocław;dolnośląskie;1
2010;1807;krośnieński;podkarpackie;0
2010;2804;elbląski;warmińsko-mazurskie;0
2010;416;tucholski;kujawsko-pomorskie;0
2010;619;włodawski;lubelskie;0
2010;1407;kozienicki;mazowieckie;0
2010;1416;ostrowski;mazowieckie;0
2010;2401;będziński;śląskie;0
2010;210;lubański;dolnośląskie;0
2010;219;świdnicki;dolnośląskie;0
2010;2263;Słupsk;pomorskie;1
2010;2403;cieszyński;śląskie;0
2010;3262;Szczecin;zachodniopomorskie;1
2010;3204;goleniowski;zachodniopomorskie;0
2010;2475;Sosnowiec;śląskie;1
2010;804;nowosolski;lubuskie;0
2010;2817;szczycieński;warmińsko-mazurskie;0
2010;1801;bieszczadzki;podkarpackie;0
2010;1812;niżański;podkarpackie;0
2010;2604;kielecki;świętokrzyskie;0
2010;3211;policki;zachodniopomorskie;0
2009;1407;kozienicki;mazowieckie;0
2009;2401;będziński;śląskie;0
2009;210;lubański;dolnośląskie;0
2009;219;świdnicki;dolnośląskie;0
2009;2263;Słupsk;pomorskie;1
2009;2403;cieszyński;śląskie;0
2009;3262;Szczecin;zachodniopomorskie;1
2009;1213;oświęcimski;małopolskie;0
2009;2402;bielski;śląskie;0
2009;1464;Siedlce;mazowieckie;1
2009;3062;Konin;wielkopolskie;1
2009;2417;żywiecki;śląskie;0
2009;262;Legnica;dolnośląskie;1
2009;2819;węgorzewski;warmińsko-mazurskie;0
2009;2262;Gdynia;pomorskie;1
2009;3215;szczecinecki;zachodniopomorskie;0
2009;2468;Jaworzno;śląskie;1
2009;2808;kętrzyński;warmińsko-mazurskie;0
2009;2215;wejherowski;pomorskie;0
2009;2001;augustowski;podlaskie;0
2009;1217;tatrzański;małopolskie;0
2009;1405;grodziski;mazowieckie;0
2009;2463;Chorzów;śląskie;1
2009;3209;koszaliński;zachodniopomorskie;0
2009;601;bialski;lubelskie;0
2009;2816;piski;warmińsko-mazurskie;0
2009;3202;choszczeński;zachodniopomorskie;0
2009;1815;ropczycko-sędziszowski;podkarpackie;0
2009;2416;zawierciański;śląskie;0
2009;2461;Bielsko-Biała;śląskie;1
2009;1601;brzeski;opolskie;0
2009;811;żarski;lubuskie;0
2009;1205;gorlicki;małopolskie;0
2009;2462;Bytom;śląskie;1
2009;1216;tarnowski;małopolskie;0
2009;3206;gryfiński;zachodniopomorskie;0
2009;463;Toruń;kujawsko-pomorskie;1
2009;1816;rzeszowski;podkarpackie;0
2009;2012;suwalski;podlaskie;0
2009;2061;Białystok;podlaskie;1
2009;3019;pilski;wielkopolskie;0
2009;1609;opolski;opolskie;0
2009;2213;starogardzki;pomorskie;0
2009;2005;hajnowski;podlaskie;0
2009;1209;myślenicki;małopolskie;0
2009;2805;ełcki;warmińsko-mazurskie;0
2009;1212;olkuski;małopolskie;0
2009;3203;drawski;zachodniopomorskie;0
2009;2412;rybnicki;śląskie;0
2009;2470;Mysłowice;śląskie;1
2009;1206;krakowski;małopolskie;0
2007;1862;Przemyśl;podkarpackie;1
2006;403;bydgoski;kujawsko-pomorskie;0
2006;1419;płocki;mazowieckie;0
2006;3204;goleniowski;zachodniopomorskie;0
2006;2475;Sosnowiec;śląskie;1
2006;2817;szczycieński;warmińsko-mazurskie;0
2006;1801;bieszczadzki;podkarpackie;0
2006;1812;niżański;podkarpackie;0
2005;601;bialski;lubelskie;0
2005;2816;piski;warmińsko-mazurskie;0
2005;2462;Bytom;śląskie;1
2005;1216;tarnowski;małopolskie;0
1999;1014;sieradzki;łódzkie;0
1999;1016;tomaszowski;łódzkie;0
1999;1017;wieluński;łódzkie;0
1999;1018;wieruszowski;łódzkie;0
1999;1020;zgierski;łódzkie;0
1999;1061;Łódź;łódzkie;1
1999;1062;Piotrków Trybunalski;łódzkie;1
1999;1063;Skierniewice;łódzkie;1
1999;1201;bocheński;małopolskie;0
1999;1202;brzeski;małopolskie;0
1999;1203;chrzanowski;małopolskie;0
1999;1204;dąbrowski;małopolskie;0
1999;1205;gorlicki;małopolskie;0
1999;1206;krakowski;małopolskie;0
1999;1207;limanowski;małopolskie;0
1999;1208;miechowski;małopolskie;0
1999;1209;myślenicki;małopolskie;0
1999;1210;nowosądecki;małopolskie;0
1999;1211;nowotarski;małopolskie;0
1999;1212;olkuski;małopolskie;0
1999;1213;oświęcimski;małopolskie;0
1999;1214;proszowicki;małopolskie;0
1999;1215;suski;małopolskie;0
1999;1216;tarnowski;małopolskie;0
1999;1217;tatrzański;małopolskie;0
1999;1218;wadowicki;małopolskie;0
1999;1219;wielicki;małopolskie;0
1999;1261;Kraków;małopolskie;1
1999;1262;Nowy Sącz;małopolskie;1
1999;1263;Tarnów;małopolskie;1
1999;1401;białobrzeski;mazowieckie;0
2008;610;łęczyński;lubelskie;0
2008;418;włocławski;kujawsko-pomorskie;0
2008;1462;Płock;mazowieckie;1
2008;609;lubelski;lubelskie;0
2008;1414;nowodworski;mazowieckie;0
2008;1406;grójecki;mazowieckie;0
2008;663;Lublin;lubelskie;1
2008;1426;siedlecki;mazowieckie;0
2008;1012;radomszczański;łódzkie;0
2008;1263;Tarnów;małopolskie;1
2008;1465;Warszawa;mazowieckie;1
2008;1203;chrzanowski;małopolskie;0
2008;1820;tarnobrzeski;podkarpackie;0
2008;3024;szamotulski;wielkopolskie;0
2008;2469;Katowice;śląskie;1
2008;1219;wielicki;małopolskie;0
2008;3261;Koszalin;zachodniopomorskie;1
2008;2408;mikołowski;śląskie;0
2008;2415;wodzisławski;śląskie;0
2008;1421;pruszkowski;mazowieckie;0
2008;3010;koniński;wielkopolskie;0
2008;1417;otwocki;mazowieckie;0
2008;1863;Rzeszów;podkarpackie;1
2008;2861;Elbląg;warmińsko-mazurskie;1
2008;264;Wrocław;dolnośląskie;1
2008;1807;krośnieński;podkarpackie;0
2008;2804;elbląski;warmińsko-mazurskie;0
2008;619;włodawski;lubelskie;0
2008;1407;kozienicki;mazowieckie;0
2008;2401;będziński;śląskie;0
2008;210;lubański;dolnośląskie;0
2008;219;świdnicki;dolnośląskie;0
2008;2263;Słupsk;pomorskie;1
2008;2403;cieszyński;śląskie;0
2008;3262;Szczecin;zachodniopomorskie;1
2008;1213;oświęcimski;małopolskie;0
2008;2402;bielski;śląskie;0
2008;1464;Siedlce;mazowieckie;1
2008;3062;Konin;wielkopolskie;1
2008;2417;żywiecki;śląskie;0
2008;262;Legnica;dolnośląskie;1
2008;2819;węgorzewski;warmińsko-mazurskie;0
2008;2262;Gdynia;pomorskie;1
2008;3215;szczecinecki;zachodniopomorskie;0
2008;1603;kędzierzyńsko-kozielski;opolskie;0
2008;2462;Bytom;śląskie;1
2008;1216;tarnowski;małopolskie;0
2008;3206;gryfiński;zachodniopomorskie;0
2008;463;Toruń;kujawsko-pomorskie;1
2008;1816;rzeszowski;podkarpackie;0
2008;2012;suwalski;podlaskie;0
2008;2061;Białystok;podlaskie;1
2008;3019;pilski;wielkopolskie;0
2008;1609;opolski;opolskie;0
2008;1209;myślenicki;małopolskie;0
2008;2805;ełcki;warmińsko-mazurskie;0
2008;1212;olkuski;małopolskie;0
2008;3203;drawski;zachodniopomorskie;0
2008;2412;rybnicki;śląskie;0
2008;2470;Mysłowice;śląskie;1
2007;601;bialski;lubelskie;0
2007;2816;piski;warmińsko-mazurskie;0
2007;2462;Bytom;śląskie;1
2007;1216;tarnowski;małopolskie;0
1999;602;biłgorajski;lubelskie;0
1999;603;chełmski;lubelskie;0
2007;3201;białogardzki;zachodniopomorskie;0
2007;3206;gryfiński;zachodniopomorskie;0
2007;463;Toruń;kujawsko-pomorskie;1
2007;1816;rzeszowski;podkarpackie;0
2007;2012;suwalski;podlaskie;0
2007;2061;Białystok;podlaskie;1
2007;1609;opolski;opolskie;0
2007;1209;myślenicki;małopolskie;0
2007;2805;ełcki;warmińsko-mazurskie;0
2007;3203;drawski;zachodniopomorskie;0
2007;2412;rybnicki;śląskie;0
2007;2470;Mysłowice;śląskie;1
2007;3263;Świnoujście;zachodniopomorskie;1
2007;2803;działdowski;warmińsko-mazurskie;0
2007;801;gorzowski;lubuskie;0
2007;2211;pucki;pomorskie;0
2006;219;świdnicki;dolnośląskie;0
2006;2263;Słupsk;pomorskie;1
2006;2403;cieszyński;śląskie;0
2006;3262;Szczecin;zachodniopomorskie;1
2006;1213;oświęcimski;małopolskie;0
2006;2402;bielski;śląskie;0
2006;1464;Siedlce;mazowieckie;1
2006;3062;Konin;wielkopolskie;1
2006;262;Legnica;dolnośląskie;1
2006;2819;węgorzewski;warmińsko-mazurskie;0
2006;2262;Gdynia;pomorskie;1
2006;2468;Jaworzno;śląskie;1
2006;2808;kętrzyński;warmińsko-mazurskie;0
2006;2215;wejherowski;pomorskie;0
2006;1217;tatrzański;małopolskie;0
2006;1405;grodziski;mazowieckie;0
2006;2463;Chorzów;śląskie;1
2006;3209;koszaliński;zachodniopomorskie;0
2006;601;bialski;lubelskie;0
2006;2816;piski;warmińsko-mazurskie;0
2006;2462;Bytom;śląskie;1
2006;1216;tarnowski;małopolskie;0
2006;3206;gryfiński;zachodniopomorskie;0
2006;463;Toruń;kujawsko-pomorskie;1
2006;1816;rzeszowski;podkarpackie;0
2006;2061;Białystok;podlaskie;1
2006;1609;opolski;opolskie;0
2007;212;lwówecki;dolnośląskie;0
2005;3201;białogardzki;zachodniopomorskie;0
2005;3206;gryfiński;zachodniopomorskie;0
2005;463;Toruń;kujawsko-pomorskie;1
2005;1816;rzeszowski;podkarpackie;0
2005;2061;Białystok;podlaskie;1
2005;2810;mrągowski;warmińsko-mazurskie;0
2005;3013;leszczyński;wielkopolskie;0
2005;2473;Rybnik;śląskie;1
2005;209;legnicki;dolnośląskie;0
2005;218;średzki;dolnośląskie;0
2005;225;zgorzelecki;dolnośląskie;0
2005;1211;nowotarski;małopolskie;0
2005;403;bydgoski;kujawsko-pomorskie;0
2005;1419;płocki;mazowieckie;0
2005;3204;goleniowski;zachodniopomorskie;0
2005;2475;Sosnowiec;śląskie;1
2005;2817;szczycieński;warmińsko-mazurskie;0
2005;1801;bieszczadzki;podkarpackie;0
2005;1812;niżański;podkarpackie;0
2005;2604;kielecki;świętokrzyskie;0
2005;3211;policki;zachodniopomorskie;0
2005;1425;radomski;mazowieckie;0
2005;1412;miński;mazowieckie;0
2005;261;Jelenia Góra;dolnośląskie;1
2005;461;Bydgoszcz;kujawsko-pomorskie;1
2005;2261;Gdańsk;pomorskie;1
2005;1418;piaseczyński;mazowieckie;0
2005;2002;białostocki;podlaskie;0
2005;2466;Gliwice;śląskie;1
2005;2212;słupski;pomorskie;0
1999;605;janowski;lubelskie;0
1999;607;kraśnicki;lubelskie;0
1999;608;lubartowski;lubelskie;0
1999;609;lubelski;lubelskie;0
1999;610;łęczyński;lubelskie;0
1999;611;łukowski;lubelskie;0
1999;612;opolski;lubelskie;0
1999;613;parczewski;lubelskie;0
1999;614;puławski;lubelskie;0
1999;615;radzyński;lubelskie;0
1999;616;rycki;lubelskie;0
1999;617;świdnicki;lubelskie;0
1999;618;tomaszowski;lubelskie;0
1999;619;włodawski;lubelskie;0
1999;620;zamojski;lubelskie;0
1999;662;Chełm;lubelskie;1
1999;663;Lublin;lubelskie;1
1999;664;Zamość;lubelskie;1
1999;801;gorzowski;lubuskie;0
1999;802;krośnieński;lubuskie;0
1999;803;międzyrzecki;lubuskie;0
1999;804;nowosolski;lubuskie;0
1999;805;słubicki;lubuskie;0
1999;806;strzelecko-drezdenecki;lubuskie;0
1999;807;sulęciński;lubuskie;0
1999;810;żagański;lubuskie;0
1999;811;żarski;lubuskie;0
1999;812;wschowski;lubuskie;0
1999;861;Gorzów Wielkopolski;lubuskie;1
1999;862;Zielona Góra;lubuskie;1
1999;1001;bełchatowski;łódzkie;0
1999;1002;kutnowski;łódzkie;0
1999;1003;łaski;łódzkie;0
2006;2803;działdowski;warmińsko-mazurskie;0
2006;801;gorzowski;lubuskie;0
2006;2211;pucki;pomorskie;0
2006;620;zamojski;lubelskie;0
2006;1434;wołomiński;mazowieckie;0
2004;2412;rybnicki;śląskie;0
2004;2413;tarnogórski;śląskie;0
1999;1004;łęczycki;łódzkie;0
1999;1005;łowicki;łódzkie;0
1999;1006;łódzki wschodni;łódzkie;0
1999;1007;opoczyński;łódzkie;0
1999;1008;pabianicki;łódzkie;0
1999;1009;pajęczański;łódzkie;0
1999;1010;piotrkowski;łódzkie;0
1999;1011;poddębicki;łódzkie;0
1999;1013;rawski;łódzkie;0
2005;2406;kłobucki;śląskie;0
2005;2472;Ruda Śląska;śląskie;1
2005;2210;nowodworski;pomorskie;0
2005;2479;Żory;śląskie;1
2005;2204;gdański;pomorskie;0
2005;2815;ostródzki;warmińsko-mazurskie;0
2005;3021;poznański;wielkopolskie;0
2005;406;grudziądzki;kujawsko-pomorskie;0
2005;1862;Przemyśl;podkarpackie;1
2005;603;chełmski;lubelskie;0
2005;2862;Olsztyn;warmińsko-mazurskie;1
2005;2413;tarnogórski;śląskie;0
2005;3214;stargardzki;zachodniopomorskie;0
1999;203;głogowski;dolnośląskie;0
1999;204;górowski;dolnośląskie;0
1999;205;jaworski;dolnośląskie;0
1999;208;kłodzki;dolnośląskie;0
1999;209;legnicki;dolnośląskie;0
1999;210;lubański;dolnośląskie;0
1999;211;lubiński;dolnośląskie;0
1999;212;lwówecki;dolnośląskie;0
1999;213;milicki;dolnośląskie;0
1999;214;oleśnicki;dolnośląskie;0
1999;215;oławski;dolnośląskie;0
1999;216;polkowicki;dolnośląskie;0
1999;217;strzeliński;dolnośląskie;0
1999;218;średzki;dolnośląskie;0
1999;219;świdnicki;dolnośląskie;0
1999;220;trzebnicki;dolnośląskie;0
1999;221;wałbrzyski;dolnośląskie;0
1999;222;wołowski;dolnośląskie;0
1999;223;wrocławski;dolnośląskie;0
1999;224;ząbkowicki;dolnośląskie;0
1999;225;zgorzelecki;dolnośląskie;0
1999;226;złotoryjski;dolnośląskie;0
1999;261;Jelenia Góra;dolnośląskie;1
1999;262;Legnica;dolnośląskie;1
1999;264;Wrocław;dolnośląskie;1
1999;402;brodnicki;kujawsko-pomorskie;0
1999;403;bydgoski;kujawsko-pomorskie;0
1999;404;chełmiński;kujawsko-pomorskie;0
1999;405;golubsko-dobrzyński;kujawsko-pomorskie;0
1999;406;grudziądzki;kujawsko-pomorskie;0
1999;408;lipnowski;kujawsko-pomorskie;0
1999;409;mogileński;kujawsko-pomorskie;0
1999;410;nakielski;kujawsko-pomorskie;0
1999;411;radziejowski;kujawsko-pomorskie;0
1999;412;rypiński;kujawsko-pomorskie;0
1999;413;sępoleński;kujawsko-pomorskie;0
1999;414;świecki;kujawsko-pomorskie;0
1999;415;toruński;kujawsko-pomorskie;0
1999;416;tucholski;kujawsko-pomorskie;0
1999;417;wąbrzeski;kujawsko-pomorskie;0
1999;418;włocławski;kujawsko-pomorskie;0
1999;419;żniński;kujawsko-pomorskie;0
1999;201;bolesławiecki;dolnośląskie;0
1999;206;jeleniogórski;dolnośląskie;0
1999;407;inowrocławski;kujawsko-pomorskie;0
1999;202;dzierżoniowski;dolnośląskie;0
1999;207;kamiennogórski;dolnośląskie;0
1999;401;aleksandrowski;kujawsko-pomorskie;0
1999;461;Bydgoszcz;kujawsko-pomorskie;1
1999;462;Grudziądz;kujawsko-pomorskie;1
1999;463;Toruń;kujawsko-pomorskie;1
1999;464;Włocławek;kujawsko-pomorskie;1
1999;601;bialski;lubelskie;0
1999;1402;ciechanowski;mazowieckie;0
1999;1403;garwoliński;mazowieckie;0
1999;1404;gostyniński;mazowieckie;0
1999;1405;grodziski;mazowieckie;0
1999;1406;grójecki;mazowieckie;0
1999;1407;kozienicki;mazowieckie;0
1999;1408;legionowski;mazowieckie;0
1999;1409;lipski;mazowieckie;0
1999;1410;łosicki;mazowieckie;0
1999;1411;makowski;mazowieckie;0
1999;1412;miński;mazowieckie;0
1999;1413;mławski;mazowieckie;0
1999;1414;nowodworski;mazowieckie;0
1999;1415;ostrołęcki;mazowieckie;0
1999;1416;ostrowski;mazowieckie;0
1999;1417;otwocki;mazowieckie;0
1999;1418;piaseczyński;mazowieckie;0
1999;1419;płocki;mazowieckie;0
1999;1420;płoński;mazowieckie;0
1999;1421;pruszkowski;mazowieckie;0
1999;1422;przasnyski;mazowieckie;0
1999;1423;przysuski;mazowieckie;0
1999;1424;pułtuski;mazowieckie;0
1999;1425;radomski;mazowieckie;0
1999;1426;siedlecki;mazowieckie;0
1999;1427;sierpecki;mazowieckie;0
1999;1428;sochaczewski;mazowieckie;0
1999;1429;sokołowski;mazowieckie;0
1999;1430;szydłowiecki;mazowieckie;0
1999;1432;warszawski zachodni;mazowieckie;0
1999;1433;węgrowski;mazowieckie;0
1999;1434;wołomiński;mazowieckie;0
1999;1435;wyszkowski;mazowieckie;0
1999;1436;zwoleński;mazowieckie;0
1999;1437;żuromiński;mazowieckie;0
1999;1438;żyrardowski;mazowieckie;0
1999;1461;Ostrołęka;mazowieckie;1
1999;1462;Płock;mazowieckie;1
1999;1463;Radom;mazowieckie;1
1999;1464;Siedlce;mazowieckie;1
1999;1601;brzeski;opolskie;0
1999;1602;głubczycki;opolskie;0
1999;1603;kędzierzyńsko-kozielski;opolskie;0
1999;1604;kluczborski;opolskie;0
1999;1605;krapkowicki;opolskie;0
1999;1606;namysłowski;opolskie;0
1999;1607;nyski;opolskie;0
1999;1608;oleski;opolskie;0
1999;1609;opolski;opolskie;0
1999;1610;prudnicki;opolskie;0
1999;1611;strzelecki;opolskie;0
1999;1661;Opole;opolskie;1
1999;1801;bieszczadzki;podkarpackie;0
1999;1802;brzozowski;podkarpackie;0
1999;1803;dębicki;podkarpackie;0
1999;1804;jarosławski;podkarpackie;0
1999;1805;jasielski;podkarpackie;0
1999;1806;kolbuszowski;podkarpackie;0
1999;1807;krośnieński;podkarpackie;0
1999;1808;leżajski;podkarpackie;0
1999;1809;lubaczowski;podkarpackie;0
1999;1810;łańcucki;podkarpackie;0
1999;808;świebodziński;lubuskie;0
1999;809;zielonogórski;lubuskie;0
1999;1015;skierniewicki;łódzkie;0
1999;1019;zduńskowolski;łódzkie;0
1999;661;Biała Podlaska;lubelskie;1
1999;1012;radomszczański;łódzkie;0
1999;1811;mielecki;podkarpackie;0
1999;1812;niżański;podkarpackie;0
1999;1813;przemyski;podkarpackie;0
1999;1814;przeworski;podkarpackie;0
1999;1815;ropczycko-sędziszowski;podkarpackie;0
1999;1816;rzeszowski;podkarpackie;0
1999;1817;sanocki;podkarpackie;0
1999;1819;strzyżowski;podkarpackie;0
1999;1820;tarnobrzeski;podkarpackie;0
1999;1861;Krosno;podkarpackie;1
1999;1862;Przemyśl;podkarpackie;1
1999;1863;Rzeszów;podkarpackie;1
1999;1864;Tarnobrzeg;podkarpackie;1
1999;2001;augustowski;podlaskie;0
1999;2002;białostocki;podlaskie;0
1999;2003;bielski;podlaskie;0
1999;2004;grajewski;podlaskie;0
1999;2005;hajnowski;podlaskie;0
1999;2006;kolneński;podlaskie;0
1999;2007;łomżyński;podlaskie;0
1999;2008;moniecki;podlaskie;0
1999;2009;sejneński;podlaskie;0
1999;2010;siemiatycki;podlaskie;0
1999;2011;sokólski;podlaskie;0
1999;2012;suwalski;podlaskie;0
1999;2013;wysokomazowiecki;podlaskie;0
1999;2014;zambrowski;podlaskie;0
1999;2061;Białystok;podlaskie;1
1999;2062;Łomża;podlaskie;1
1999;2063;Suwałki;podlaskie;1
1999;2201;bytowski;pomorskie;0
1999;2202;chojnicki;pomorskie;0
1999;2203;człuchowski;pomorskie;0
1999;2204;gdański;pomorskie;0
1999;2205;kartuski;pomorskie;0
1999;2206;kościerski;pomorskie;0
1999;2207;kwidzyński;pomorskie;0
1999;2208;lęborski;pomorskie;0
1999;2209;malborski;pomorskie;0
1999;2210;nowodworski;pomorskie;0
1999;2211;pucki;pomorskie;0
1999;2212;słupski;pomorskie;0
1999;2213;starogardzki;pomorskie;0
1999;2214;tczewski;pomorskie;0
1999;2215;wejherowski;pomorskie;0
1999;2261;Gdańsk;pomorskie;1
1999;2262;Gdynia;pomorskie;1
1999;2263;Słupsk;pomorskie;1
1999;2264;Sopot;pomorskie;1
1999;2401;będziński;śląskie;0
1999;2402;bielski;śląskie;0
1999;2403;cieszyński;śląskie;0
1999;2405;gliwicki;śląskie;0
1999;2406;kłobucki;śląskie;0
1999;2407;lubliniecki;śląskie;0
1999;2408;mikołowski;śląskie;0
1999;2409;myszkowski;śląskie;0
1999;2410;pszczyński;śląskie;0
1999;2411;raciborski;śląskie;0
1999;2412;rybnicki;śląskie;0
1999;2413;tarnogórski;śląskie;0
1999;2414;bieruńsko-lędziński;śląskie;0
1999;2415;wodzisławski;śląskie;0
1999;2417;żywiecki;śląskie;0
1999;2462;Bytom;śląskie;1
1999;2463;Chorzów;śląskie;1
1999;2464;Częstochowa;śląskie;1
1999;2465;Dąbrowa Górnicza;śląskie;1
1999;2466;Gliwice;śląskie;1
1999;2467;Jastrzębie-Zdrój;śląskie;1
1999;2468;Jaworzno;śląskie;1
1999;2469;Katowice;śląskie;1
1999;2470;Mysłowice;śląskie;1
1999;2471;Piekary Śląskie;śląskie;1
1999;2472;Ruda Śląska;śląskie;1
1999;2473;Rybnik;śląskie;1
1999;2474;Siemianowice Śląskie;śląskie;1
1999;2475;Sosnowiec;śląskie;1
1999;2477;Tychy;śląskie;1
1999;2478;Zabrze;śląskie;1
1999;2479;Żory;śląskie;1
1999;2601;buski;świętokrzyskie;0
1999;2602;jędrzejowski;świętokrzyskie;0
1999;2603;kazimierski;świętokrzyskie;0
1999;2604;kielecki;świętokrzyskie;0
1999;2605;konecki;świętokrzyskie;0
1999;2606;opatowski;świętokrzyskie;0
1999;2607;ostrowiecki;świętokrzyskie;0
1999;2608;pińczowski;świętokrzyskie;0
1999;2609;sandomierski;świętokrzyskie;0
1999;2610;skarżyski;świętokrzyskie;0
1999;2612;staszowski;świętokrzyskie;0
1999;2613;włoszczowski;świętokrzyskie;0
1999;2661;Kielce;świętokrzyskie;1
1999;2801;bartoszycki;warmińsko-mazurskie;0
1999;2802;braniewski;warmińsko-mazurskie;0
1999;2803;działdowski;warmińsko-mazurskie;0
1999;2804;elbląski;warmińsko-mazurskie;0
1999;2805;ełcki;warmińsko-mazurskie;0
1999;2806;giżycki;warmińsko-mazurskie;0
1999;2807;iławski;warmińsko-mazurskie;0
1999;2808;kętrzyński;warmińsko-mazurskie;0
1999;2809;lidzbarski;warmińsko-mazurskie;0
1999;2810;mrągowski;warmińsko-mazurskie;0
1999;2811;nidzicki;warmińsko-mazurskie;0
1999;2812;nowomiejski;warmińsko-mazurskie;0
1999;2813;olecko-gołdapski;warmińsko-mazurskie;0
1999;2814;olsztyński;warmińsko-mazurskie;0
1999;2815;ostródzki;warmińsko-mazurskie;0
1999;2816;piski;warmińsko-mazurskie;0
1999;2817;szczycieński;warmińsko-mazurskie;0
1999;2861;Elbląg;warmińsko-mazurskie;1
1999;2862;Olsztyn;warmińsko-mazurskie;1
1999;3001;chodzieski;wielkopolskie;0
1999;3002;czarnkowsko-trzcianecki;wielkopolskie;0
1999;3003;gnieźnieński;wielkopolskie;0
1999;3004;gostyński;wielkopolskie;0
1999;3005;grodziski;wielkopolskie;0
1999;3006;jarociński;wielkopolskie;0
1999;3007;kaliski;wielkopolskie;0
1999;3008;kępiński;wielkopolskie;0
1999;3009;kolski;wielkopolskie;0
1999;3010;koniński;wielkopolskie;0
1999;3011;kościański;wielkopolskie;0
1999;3012;krotoszyński;wielkopolskie;0
1999;3013;leszczyński;wielkopolskie;0
1999;3015;nowotomyski;wielkopolskie;0
1999;3016;obornicki;wielkopolskie;0
1999;3017;ostrowski;wielkopolskie;0
1999;3019;pilski;wielkopolskie;0
1999;3020;pleszewski;wielkopolskie;0
1999;3021;poznański;wielkopolskie;0
1999;3022;rawicki;wielkopolskie;0
1999;3023;słupecki;wielkopolskie;0
1999;3024;szamotulski;wielkopolskie;0
1999;3025;średzki;wielkopolskie;0
1999;3026;śremski;wielkopolskie;0
1999;3027;turecki;wielkopolskie;0
1999;3028;wągrowiecki;wielkopolskie;0
1999;3029;wolsztyński;wielkopolskie;0
1999;3030;wrzesiński;wielkopolskie;0
1999;3031;złotowski;wielkopolskie;0
1999;2404;częstochowski;śląskie;0
1999;2416;zawierciański;śląskie;0
1999;2461;Bielsko-Biała;śląskie;1
1999;2611;starachowicki;świętokrzyskie;0
1999;3014;międzychodzki;wielkopolskie;0
1999;3018;ostrzeszowski;wielkopolskie;0
1999;3061;Kalisz;wielkopolskie;1
1999;3062;Konin;wielkopolskie;1
1999;3063;Leszno;wielkopolskie;1
1999;3064;Poznań;wielkopolskie;1
1999;3201;białogardzki;zachodniopomorskie;0
1999;3202;choszczeński;zachodniopomorskie;0
1999;3203;drawski;zachodniopomorskie;0
1999;3204;goleniowski;zachodniopomorskie;0
1999;3205;gryficki;zachodniopomorskie;0
1999;3206;gryfiński;zachodniopomorskie;0
1999;3207;kamieński;zachodniopomorskie;0
1999;3208;kołobrzeski;zachodniopomorskie;0
1999;3209;koszaliński;zachodniopomorskie;0
1999;3210;myśliborski;zachodniopomorskie;0
1999;3211;policki;zachodniopomorskie;0
1999;3212;pyrzycki;zachodniopomorskie;0
1999;3213;sławieński;zachodniopomorskie;0
1999;3214;stargardzki;zachodniopomorskie;0
1999;3215;szczecinecki;zachodniopomorskie;0
1999;3216;świdwiński;zachodniopomorskie;0
1999;3217;wałecki;zachodniopomorskie;0
1999;3261;Koszalin;zachodniopomorskie;1
1999;3262;Szczecin;zachodniopomorskie;1
1999;3263;Świnoujście;zachodniopomorskie;1
1999;263;Wałbrzych;dolnośląskie;0
1999;1431;warszawski;mazowieckie;0
2000;203;głogowski;dolnośląskie;0
2000;204;górowski;dolnośląskie;0
2000;205;jaworski;dolnośląskie;0
2000;208;kłodzki;dolnośląskie;0
2000;209;legnicki;dolnośląskie;0
2000;210;lubański;dolnośląskie;0
2000;211;lubiński;dolnośląskie;0
2000;212;lwówecki;dolnośląskie;0
2000;213;milicki;dolnośląskie;0
2000;214;oleśnicki;dolnośląskie;0
2000;215;oławski;dolnośląskie;0
2000;216;polkowicki;dolnośląskie;0
2000;217;strzeliński;dolnośląskie;0
2000;218;średzki;dolnośląskie;0
2000;219;świdnicki;dolnośląskie;0
2000;220;trzebnicki;dolnośląskie;0
2000;221;wałbrzyski;dolnośląskie;0
2000;222;wołowski;dolnośląskie;0
2000;223;wrocławski;dolnośląskie;0
2000;224;ząbkowicki;dolnośląskie;0
2000;225;zgorzelecki;dolnośląskie;0
2000;226;złotoryjski;dolnośląskie;0
2000;261;Jelenia Góra;dolnośląskie;1
2000;262;Legnica;dolnośląskie;1
2000;264;Wrocław;dolnośląskie;1
2000;402;brodnicki;kujawsko-pomorskie;0
2000;403;bydgoski;kujawsko-pomorskie;0
2000;404;chełmiński;kujawsko-pomorskie;0
2000;405;golubsko-dobrzyński;kujawsko-pomorskie;0
2000;406;grudziądzki;kujawsko-pomorskie;0
2000;408;lipnowski;kujawsko-pomorskie;0
2000;409;mogileński;kujawsko-pomorskie;0
2000;410;nakielski;kujawsko-pomorskie;0
2000;411;radziejowski;kujawsko-pomorskie;0
2000;412;rypiński;kujawsko-pomorskie;0
2000;413;sępoleński;kujawsko-pomorskie;0
2000;414;świecki;kujawsko-pomorskie;0
2000;415;toruński;kujawsko-pomorskie;0
2000;416;tucholski;kujawsko-pomorskie;0
2000;417;wąbrzeski;kujawsko-pomorskie;0
2000;418;włocławski;kujawsko-pomorskie;0
2000;419;żniński;kujawsko-pomorskie;0
