rok;teryt;powiat;wojewodztwo;pow_grodzki
2010;1401;białobrzeski;mazowieckie;0
2010;2473;Rybnik;śląskie;1
2010;417;wąbrzeski;kujawsko-pomorskie;0
2010;209;legnicki;dolnośląskie;0
2010;3015;nowotomyski;wielkopolskie;0
2010;218;średzki;dolnośląskie;0
2010;225;zgorzelecki;dolnośląskie;0
2010;1606;namysłowski;opolskie;0
2010;2601;buski;świętokrzyskie;0
2010;1207;limanowski;małopolskie;0
2010;222;wołowski;dolnośląskie;0
2007;2209;malborski;pomorskie;0
2010;1809;lubaczowski;podkarpackie;0
2010;2409;myszkowski;śląskie;0
2010;810;żagański;lubuskie;0
2010;1211;nowotarski;małopolskie;0
2010;402;brodnicki;kujawsko-pomorskie;0
2010;2606;opatowski;świętokrzyskie;0
2010;3016;obornicki;wielkopolskie;0
2010;1803;dębicki;podkarpackie;0
2007;1006;łódzki wschodni;łódzkie;0
2010;2208;lęborski;pomorskie;0
2010;3205;gryficki;zachodniopomorskie;0
2010;403;bydgoski;kujawsko-pomorskie;0
2010;1422;przasnyski;mazowieckie;0
2010;1419;płocki;mazowieckie;0
2010;2013;wysokomazowiecki;podlaskie;0
2010;1432;warszawski zachodni;mazowieckie;0
2010;1815;ropczycko-sędziszowski;podkarpackie;0
2010;809;zielonogórski;lubuskie;0
2010;1015;skierniewicki;łódzkie;0
2010;2611;starachowicki;świętokrzyskie;0
2010;3014;międzychodzki;wielkopolskie;0
2010;861;Gorzów Wielkopolski;lubuskie;1
2010;1062;Piotrków Trybunalski;łódzkie;1
2010;2474;Siemianowice Śląskie;śląskie;1
2010;2216;sztumski;pomorskie;0
2010;2818;gołdapski;warmińsko-mazurskie;0
2010;1424;pułtuski;mazowieckie;0
2010;605;janowski;lubelskie;0
2010;1425;radomski;mazowieckie;0
2010;2206;kościerski;pomorskie;0
2010;1412;miński;mazowieckie;0
2010;1002;kutnowski;łódzkie;0
2010;1202;brzeski;małopolskie;0
2010;3005;grodziski;wielkopolskie;0
2010;3022;rawicki;wielkopolskie;0
2010;261;Jelenia Góra;dolnośląskie;1
2010;664;Zamość;lubelskie;1
2010;221;wałbrzyski;dolnośląskie;0
2010;1411;makowski;mazowieckie;0
2010;2002;białostocki;podlaskie;0
2010;3064;Poznań;wielkopolskie;1
2010;1415;ostrołęcki;mazowieckie;0
2010;602;biłgorajski;lubelskie;0
2010;2411;raciborski;śląskie;0
2010;1011;poddębicki;łódzkie;0
2010;2807;iławski;warmińsko-mazurskie;0
2010;3012;krotoszyński;wielkopolskie;0
2010;1016;tomaszowski;łódzkie;0
2010;2608;pińczowski;świętokrzyskie;0
2010;3007;kaliski;wielkopolskie;0
2010;1420;płoński;mazowieckie;0
2010;2603;kazimierski;świętokrzyskie;0
2010;205;jaworski;dolnośląskie;0
2010;1433;węgrowski;mazowieckie;0
2010;2802;braniewski;warmińsko-mazurskie;0
2010;1262;Nowy Sącz;małopolskie;1
2010;1607;nyski;opolskie;0
2010;607;kraśnicki;lubelskie;0
2010;2405;gliwicki;śląskie;0
2010;1061;Łódź;łódzkie;1
2010;2477;Tychy;śląskie;1
2010;3030;wrzesiński;wielkopolskie;0
2010;1403;garwoliński;mazowieckie;0
2010;807;sulęciński;lubuskie;0
2010;1463;Radom;mazowieckie;1
2010;1409;lipski;mazowieckie;0
2010;1817;sanocki;podkarpackie;0
2010;1804;jarosławski;podkarpackie;0
2010;2203;człuchowski;pomorskie;0
2010;415;toruński;kujawsko-pomorskie;0
2010;3017;ostrowski;wielkopolskie;0
2010;2612;staszowski;świętokrzyskie;0
2010;2478;Zabrze;śląskie;1
2010;2007;łomżyński;podlaskie;0
2010;3063;Leszno;wielkopolskie;1
2010;1006;łódzki wschodni;łódzkie;0
2010;2414;bieruńsko-lędziński;śląskie;0
2010;206;jeleniogórski;dolnośląskie;0
2010;1818;stalowowolski;podkarpackie;0
2010;207;kamiennogórski;dolnośląskie;0
2010;2467;Jastrzębie-Zdrój;śląskie;1
2010;2466;Gliwice;śląskie;1
2010;2212;słupski;pomorskie;0
2010;2406;kłobucki;śląskie;0
2010;2472;Ruda Śląska;śląskie;1
2010;3011;kościański;wielkopolskie;0
2010;3212;pyrzycki;zachodniopomorskie;0
2010;2210;nowodworski;pomorskie;0
2010;2479;Żory;śląskie;1
2010;1008;pabianicki;łódzkie;0
2010;1408;legionowski;mazowieckie;0
2010;2204;gdański;pomorskie;0
2010;2801;bartoszycki;warmińsko-mazurskie;0
2010;1423;przysuski;mazowieckie;0
2010;2815;ostródzki;warmińsko-mazurskie;0
2010;217;strzeliński;dolnośląskie;0
2010;3021;poznański;wielkopolskie;0
2010;2006;kolneński;podlaskie;0
2010;406;grudziądzki;kujawsko-pomorskie;0
2010;407;inowrocławski;kujawsko-pomorskie;0
2010;405;golubsko-dobrzyński;kujawsko-pomorskie;0
2010;661;Biała Podlaska;lubelskie;1
2010;201;bolesławiecki;dolnośląskie;0
2010;2476;Świętochłowice;śląskie;1
2009;1416;ostrowski;mazowieckie;0
2009;2207;kwidzyński;pomorskie;0
2009;2264;Sopot;pomorskie;1
2009;2607;ostrowiecki;świętokrzyskie;0
2009;3201;białogardzki;zachodniopomorskie;0
2009;1428;sochaczewski;mazowieckie;0
2009;1610;prudnicki;opolskie;0
2007;1019;zduńskowolski;łódzkie;0
2009;608;lubartowski;lubelskie;0
2007;2404;częstochowski;śląskie;0
2007;2416;zawierciański;śląskie;0
2007;2461;Bielsko-Biała;śląskie;1
2009;1005;łowicki;łódzkie;0
2009;203;głogowski;dolnośląskie;0
2009;617;świdnicki;lubelskie;0
2009;3008;kępiński;wielkopolskie;0
2009;462;Grudziądz;kujawsko-pomorskie;1
2009;1808;leżajski;podkarpackie;0
2009;2214;tczewski;pomorskie;0
2009;226;złotoryjski;dolnośląskie;0
2009;2062;Łomża;podlaskie;1
2009;610;łęczyński;lubelskie;0
2009;3006;jarociński;wielkopolskie;0
2009;2011;sokólski;podlaskie;0
2009;862;Zielona Góra;lubuskie;1
2009;1462;Płock;mazowieckie;1
2009;2812;nowomiejski;warmińsko-mazurskie;0
2009;1605;krapkowicki;opolskie;0
2009;1014;sieradzki;łódzkie;0
2009;215;oławski;dolnośląskie;0
2009;2407;lubliniecki;śląskie;0
2009;2010;siemiatycki;podlaskie;0
2009;1004;łęczycki;łódzkie;0
2009;803;międzyrzecki;lubuskie;0
2009;3014;międzychodzki;wielkopolskie;0
2009;202;dzierżoniowski;dolnośląskie;0
2009;2008;moniecki;podlaskie;0
2009;3020;pleszewski;wielkopolskie;0
2009;2613;włoszczowski;świętokrzyskie;0
2009;1404;gostyniński;mazowieckie;0
2009;3004;gostyński;wielkopolskie;0
2009;1413;mławski;mazowieckie;0
2009;411;radziejowski;kujawsko-pomorskie;0
2009;410;nakielski;kujawsko-pomorskie;0
2009;213;milicki;dolnośląskie;0
2003;2009;sejneński;podlaskie;0
2009;1611;strzelecki;opolskie;0
2009;3217;wałecki;zachodniopomorskie;0
2009;612;opolski;lubelskie;0
2009;1819;strzyżowski;podkarpackie;0
2009;611;łukowski;lubelskie;0
2009;2809;lidzbarski;warmińsko-mazurskie;0
2009;204;górowski;dolnośląskie;0
2009;418;włocławski;kujawsko-pomorskie;0
2009;1864;Tarnobrzeg;podkarpackie;1
2009;2610;skarżyski;świętokrzyskie;0
2009;1426;siedlecki;mazowieckie;0
2009;3009;kolski;wielkopolskie;0
2009;609;lubelski;lubelskie;0
2009;2063;Suwałki;podlaskie;1
2009;3003;gnieźnieński;wielkopolskie;0
2009;1414;nowodworski;mazowieckie;0
2009;1204;dąbrowski;małopolskie;0
2009;1406;grójecki;mazowieckie;0
2009;663;Lublin;lubelskie;1
2009;1602;głubczycki;opolskie;0
2009;2609;sandomierski;świętokrzyskie;0
2009;812;wschowski;lubuskie;0
2009;1411;makowski;mazowieckie;0
2009;2002;białostocki;podlaskie;0
2009;3064;Poznań;wielkopolskie;1
2009;1415;ostrołęcki;mazowieckie;0
2009;602;biłgorajski;lubelskie;0
2009;2411;raciborski;śląskie;0
2009;1427;sierpecki;mazowieckie;0
2009;1010;piotrkowski;łódzkie;0
2009;1011;poddębicki;łódzkie;0
2009;2807;iławski;warmińsko-mazurskie;0
2009;3012;krotoszyński;wielkopolskie;0
2009;1016;tomaszowski;łódzkie;0
2009;1420;płoński;mazowieckie;0
2009;2603;kazimierski;świętokrzyskie;0
2007;3014;międzychodzki;wielkopolskie;0
2009;205;jaworski;dolnośląskie;0
2007;2608;pińczowski;świętokrzyskie;0
2007;3007;kaliski;wielkopolskie;0
2009;1433;węgrowski;mazowieckie;0
2009;2802;braniewski;warmińsko-mazurskie;0
2009;1262;Nowy Sącz;małopolskie;1
2009;1607;nyski;opolskie;0
2009;607;kraśnicki;lubelskie;0
2009;2405;gliwicki;śląskie;0
2009;1061;Łódź;łódzkie;1
2009;2477;Tychy;śląskie;1
2009;3030;wrzesiński;wielkopolskie;0
2009;1403;garwoliński;mazowieckie;0
2009;807;sulęciński;lubuskie;0
2009;1463;Radom;mazowieckie;1
2009;1409;lipski;mazowieckie;0
2009;615;radzyński;lubelskie;0
2009;2806;giżycki;warmińsko-mazurskie;0
2009;1817;sanocki;podkarpackie;0
2009;1804;jarosławski;podkarpackie;0
2009;2203;człuchowski;pomorskie;0
2009;415;toruński;kujawsko-pomorskie;0
2009;3017;ostrowski;wielkopolskie;0
2009;2612;staszowski;świętokrzyskie;0
2009;2478;Zabrze;śląskie;1
2009;2007;łomżyński;podlaskie;0
2009;3063;Leszno;wielkopolskie;1
2009;618;tomaszowski;lubelskie;0
2009;214;oleśnicki;dolnośląskie;0
2009;1013;rawski;łódzkie;0
2009;409;mogileński;kujawsko-pomorskie;0
2009;3023;słupecki;wielkopolskie;0
2009;1021;brzeziński;łódzkie;0
2009;3263;Świnoujście;zachodniopomorskie;1
2009;414;świecki;kujawsko-pomorskie;0
2009;1003;łaski;łódzkie;0
2009;3218;łobeski;zachodniopomorskie;0
2009;216;polkowicki;dolnośląskie;0
2009;1208;miechowski;małopolskie;0
2009;2803;działdowski;warmińsko-mazurskie;0
2009;1009;pajęczański;łódzkie;0
2009;1402;ciechanowski;mazowieckie;0
2009;801;gorzowski;lubuskie;0
2009;3025;średzki;wielkopolskie;0
2009;464;Włocławek;kujawsko-pomorskie;1
2009;1461;Ostrołęka;mazowieckie;1
2009;201;bolesławiecki;dolnośląskie;0
2009;1818;stalowowolski;podkarpackie;0
2009;207;kamiennogórski;dolnośląskie;0
2009;401;aleksandrowski;kujawsko-pomorskie;0
2009;1012;radomszczański;łódzkie;0
2009;2467;Jastrzębie-Zdrój;śląskie;1
2009;404;chełmiński;kujawsko-pomorskie;0
2009;2476;Świętochłowice;śląskie;1
2009;1201;bocheński;małopolskie;0
2009;1805;jasielski;podkarpackie;0
2009;805;słubicki;lubuskie;0
2009;408;lipnowski;kujawsko-pomorskie;0
2009;2211;pucki;pomorskie;0
2009;620;zamojski;lubelskie;0
2009;1435;wyszkowski;mazowieckie;0
2009;2811;nidzicki;warmińsko-mazurskie;0
2009;2813;olecki;warmińsko-mazurskie;0
2009;3031;złotowski;wielkopolskie;0
2009;1436;zwoleński;mazowieckie;0
2009;1018;wieruszowski;łódzkie;0
2009;3261;Koszalin;zachodniopomorskie;1
2009;2408;mikołowski;śląskie;0
2009;1861;Krosno;podkarpackie;1
2009;220;trzebnicki;dolnośląskie;0
2009;2415;wodzisławski;śląskie;0
2009;2464;Częstochowa;śląskie;1
2009;1806;kolbuszowski;podkarpackie;0
2009;2014;zambrowski;podlaskie;0
2009;1434;wołomiński;mazowieckie;0
2002;3014;międzychodzki;wielkopolskie;0
2009;412;rypiński;kujawsko-pomorskie;0
2009;1017;wieluński;łódzkie;0
2009;2410;pszczyński;śląskie;0
2009;2602;jędrzejowski;świętokrzyskie;0
2009;1813;przemyski;podkarpackie;0
2009;2004;grajewski;podlaskie;0
2009;1215;suski;małopolskie;0
2009;3061;Kalisz;wielkopolskie;1
2009;1020;zgierski;łódzkie;0
2009;1261;Kraków;małopolskie;1
2009;1214;proszowicki;małopolskie;0
2009;3027;turecki;wielkopolskie;0
2009;1263;Tarnów;małopolskie;1
2009;1465;Warszawa;mazowieckie;1
2005;3027;turecki;wielkopolskie;0
2009;1430;szydłowiecki;mazowieckie;0
2009;1203;chrzanowski;małopolskie;0
2009;3207;kamieński;zachodniopomorskie;0
2005;1263;Tarnów;małopolskie;1
2005;1465;Warszawa;mazowieckie;1
2009;1437;żuromiński;mazowieckie;0
2009;264;Wrocław;dolnośląskie;1
2009;614;puławski;lubelskie;0
2009;1820;tarnobrzeski;podkarpackie;0
2009;3024;szamotulski;wielkopolskie;0
2009;1802;brzozowski;podkarpackie;0
2009;2469;Katowice;śląskie;1
2009;1219;wielicki;małopolskie;0
2009;3028;wągrowiecki;wielkopolskie;0
2009;2003;bielski;podlaskie;0
2009;1063;Skierniewice;łódzkie;1
2005;1430;szydłowiecki;mazowieckie;0
2005;1203;chrzanowski;małopolskie;0
2009;211;lubiński;dolnośląskie;0
2009;1421;pruszkowski;mazowieckie;0
2009;1811;mielecki;podkarpackie;0
2009;3010;koniński;wielkopolskie;0
2009;1417;otwocki;mazowieckie;0
2009;224;ząbkowicki;dolnośląskie;0
2009;1604;kluczborski;opolskie;0
2009;1821;leski;podkarpackie;0
2009;1608;oleski;opolskie;0
2009;413;sępoleński;kujawsko-pomorskie;0
2009;1863;Rzeszów;podkarpackie;1
2009;2861;Elbląg;warmińsko-mazurskie;1
2009;802;krośnieński;lubuskie;0
2009;1001;bełchatowski;łódzkie;0
2009;1807;krośnieński;podkarpackie;0
2009;2804;elbląski;warmińsko-mazurskie;0
2009;416;tucholski;kujawsko-pomorskie;0
2009;619;włodawski;lubelskie;0
2009;2466;Gliwice;śląskie;1
2009;2212;słupski;pomorskie;0
2009;2406;kłobucki;śląskie;0
2009;2472;Ruda Śląska;śląskie;1
2009;3011;kościański;wielkopolskie;0
2009;3212;pyrzycki;zachodniopomorskie;0
2009;2210;nowodworski;pomorskie;0
2009;2479;Żory;śląskie;1
2009;1008;pabianicki;łódzkie;0
2009;1408;legionowski;mazowieckie;0
2009;2204;gdański;pomorskie;0
2009;2801;bartoszycki;warmińsko-mazurskie;0
2009;1423;przysuski;mazowieckie;0
2009;2815;ostródzki;warmińsko-mazurskie;0
2009;217;strzeliński;dolnośląskie;0
2009;3021;poznański;wielkopolskie;0
2009;2006;kolneński;podlaskie;0
2009;406;grudziądzki;kujawsko-pomorskie;0
2009;806;strzelecko-drez;lubuskie;0
2009;1410;łosicki;mazowieckie;0
2009;212;lwówecki;dolnośląskie;0
2009;1862;Przemyśl;podkarpackie;1
2009;603;chełmski;lubelskie;0
2009;2862;Olsztyn;warmińsko-mazurskie;1
2009;2413;tarnogórski;śląskie;0
2009;662;Chełm;lubelskie;1
2009;3214;stargardzki;zachodniopomorskie;0
2009;2661;Kielce;świętokrzyskie;1
2009;2205;kartuski;pomorskie;0
2005;1018;wieruszowski;łódzkie;0
2005;3261;Koszalin;zachodniopomorskie;1
2009;2605;konecki;świętokrzyskie;0
2009;2009;sejneński;podlaskie;0
2009;208;kłodzki;dolnośląskie;0
2005;2408;mikołowski;śląskie;0
2005;2415;wodzisławski;śląskie;0
2009;613;parczewski;lubelskie;0
2009;2201;bytowski;pomorskie;0
2009;2216;sztumski;pomorskie;0
2009;1814;przeworski;podkarpackie;0
2009;2814;olsztyński;warmińsko-mazurskie;0
2009;3208;kołobrzeski;zachodniopomorskie;0
2009;223;wrocławski;dolnośląskie;0
2009;3026;śremski;wielkopolskie;0
2009;2202;chojnicki;pomorskie;0
2009;616;rycki;lubelskie;0
2009;1210;nowosądecki;małopolskie;0
2009;1661;Opole;opolskie;1
2009;1429;sokołowski;mazowieckie;0
2009;1007;opoczyński;łódzkie;0
2009;419;żniński;kujawsko-pomorskie;0
2009;3029;wolsztyński;wielkopolskie;0
2009;1810;łańcucki;podkarpackie;0
2009;3210;myśliborski;zachodniopomorskie;0
2009;1438;żyrardowski;mazowieckie;0
2009;1603;kędzierzyńsko-kozielski;opolskie;0
2009;2465;Dąbrowa Górnicza;śląskie;1
2009;2471;Piekary Śląskie;śląskie;1
2009;407;inowrocławski;kujawsko-pomorskie;0
2009;606;krasnostawski;lubelskie;0
2009;808;świebodziński;lubuskie;0
2009;2404;częstochowski;śląskie;0
2009;3022;rawicki;wielkopolskie;0
2009;261;Jelenia Góra;dolnośląskie;1
2009;861;Gorzów Wielkopolski;lubuskie;1
2009;1062;Piotrków Trybunalski;łódzkie;1
2009;1218;wadowicki;małopolskie;0
2009;2810;mrągowski;warmińsko-mazurskie;0
2009;3013;leszczyński;wielkopolskie;0
2009;1401;białobrzeski;mazowieckie;0
2009;2473;Rybnik;śląskie;1
2009;417;wąbrzeski;kujawsko-pomorskie;0
2009;209;legnicki;dolnośląskie;0
2009;3015;nowotomyski;wielkopolskie;0
2009;218;średzki;dolnośląskie;0
2009;225;zgorzelecki;dolnośląskie;0
2009;1606;namysłowski;opolskie;0
2009;2601;buski;świętokrzyskie;0
2009;1207;limanowski;małopolskie;0
2009;222;wołowski;dolnośląskie;0
2009;3001;chodzieski;wielkopolskie;0
2009;1809;lubaczowski;podkarpackie;0
2009;2409;myszkowski;śląskie;0
2009;810;żagański;lubuskie;0
2009;1211;nowotarski;małopolskie;0
2009;402;brodnicki;kujawsko-pomorskie;0
2009;2606;opatowski;świętokrzyskie;0
2009;3016;obornicki;wielkopolskie;0
2009;1803;dębicki;podkarpackie;0
2009;2208;lęborski;pomorskie;0
2009;3205;gryficki;zachodniopomorskie;0
2009;403;bydgoski;kujawsko-pomorskie;0
2009;1422;przasnyski;mazowieckie;0
2009;1419;płocki;mazowieckie;0
2009;3204;goleniowski;zachodniopomorskie;0
2009;2475;Sosnowiec;śląskie;1
2009;804;nowosolski;lubuskie;0
2009;2817;szczycieński;warmińsko-mazurskie;0
2009;1801;bieszczadzki;podkarpackie;0
2009;1812;niżański;podkarpackie;0
2009;2818;gołdapski;warmińsko-mazurskie;0
2009;2604;kielecki;świętokrzyskie;0
2009;3211;policki;zachodniopomorskie;0
2009;1424;pułtuski;mazowieckie;0
2009;1019;zduńskowolski;łódzkie;0
2009;605;janowski;lubelskie;0
2009;1425;radomski;mazowieckie;0
2009;2206;kościerski;pomorskie;0
2009;1412;miński;mazowieckie;0
2009;1002;kutnowski;łódzkie;0
2009;1202;brzeski;małopolskie;0
2005;1821;leski;podkarpackie;0
2009;3005;grodziski;wielkopolskie;0
2009;664;Zamość;lubelskie;1
2009;221;wałbrzyski;dolnośląskie;0
2009;3213;sławieński;zachodniopomorskie;0
2009;461;Bydgoszcz;kujawsko-pomorskie;1
2009;2261;Gdańsk;pomorskie;1
2009;3216;świdwiński;zachodniopomorskie;0
2009;1418;piaseczyński;mazowieckie;0
2009;1006;łódzki wschodni;łódzkie;0
2009;3002;czarnkowsko-trzcianecki;wielkopolskie;0
2009;206;jeleniogórski;dolnośląskie;0
2009;809;zielonogórski;lubuskie;0
2009;1015;skierniewicki;łódzkie;0
2009;2611;starachowicki;świętokrzyskie;0
2009;661;Biała Podlaska;lubelskie;1
2009;405;golubsko-dobrzyński;kujawsko-pomorskie;0
2009;2474;Siemianowice Śląskie;śląskie;1
2009;2013;wysokomazowiecki;podlaskie;0
2009;3018;ostrzeszowski;wielkopolskie;0
2008;2809;lidzbarski;warmińsko-mazurskie;0
2008;2011;sokólski;podlaskie;0
2008;204;górowski;dolnośląskie;0
2008;1864;Tarnobrzeg;podkarpackie;1
2008;3009;kolski;wielkopolskie;0
2008;2063;Suwałki;podlaskie;1
2008;3003;gnieźnieński;wielkopolskie;0
2008;1204;dąbrowski;małopolskie;0
2008;2610;skarżyski;świętokrzyskie;0
2008;1602;głubczycki;opolskie;0
2008;1018;wieruszowski;łódzkie;0
2008;2609;sandomierski;świętokrzyskie;0
2008;812;wschowski;lubuskie;0
2008;1214;proszowicki;małopolskie;0
2008;3027;turecki;wielkopolskie;0
2008;1430;szydłowiecki;mazowieckie;0
2008;1437;żuromiński;mazowieckie;0
2008;614;puławski;lubelskie;0
2008;1802;brzozowski;podkarpackie;0
2008;3028;wągrowiecki;wielkopolskie;0
2008;2003;bielski;podlaskie;0
2008;1063;Skierniewice;łódzkie;1
2008;211;lubiński;dolnośląskie;0
2008;1811;mielecki;podkarpackie;0
2008;2264;Sopot;pomorskie;1
2008;224;ząbkowicki;dolnośląskie;0
2008;1604;kluczborski;opolskie;0
2008;3207;kamieński;zachodniopomorskie;0
2008;1821;leski;podkarpackie;0
2008;1608;oleski;opolskie;0
2008;413;sępoleński;kujawsko-pomorskie;0
2008;3201;białogardzki;zachodniopomorskie;0
2008;802;krośnieński;lubuskie;0
2008;1001;bełchatowski;łódzkie;0
2008;416;tucholski;kujawsko-pomorskie;0
2008;1416;ostrowski;mazowieckie;0
2008;2207;kwidzyński;pomorskie;0
2008;3008;kępiński;wielkopolskie;0
2008;2607;ostrowiecki;świętokrzyskie;0
2008;1428;sochaczewski;mazowieckie;0
2008;1610;prudnicki;opolskie;0
2008;1819;strzyżowski;podkarpackie;0
2008;608;lubartowski;lubelskie;0
2008;1005;łowicki;łódzkie;0
2008;203;głogowski;dolnośląskie;0
2008;617;świdnicki;lubelskie;0
2008;462;Grudziądz;kujawsko-pomorskie;1
2008;1808;leżajski;podkarpackie;0
2008;2214;tczewski;pomorskie;0
2008;226;złotoryjski;dolnośląskie;0
2008;2062;Łomża;podlaskie;1
2008;3006;jarociński;wielkopolskie;0
2008;862;Zielona Góra;lubuskie;1
2008;2812;nowomiejski;warmińsko-mazurskie;0
2008;1605;krapkowicki;opolskie;0
2008;1014;sieradzki;łódzkie;0
2008;215;oławski;dolnośląskie;0
2014;2264;Sopot;pomorskie;1
2008;1815;ropczycko-sędziszowski;podkarpackie;0
2008;2465;Dąbrowa Górnicza;śląskie;1
2008;2216;sztumski;pomorskie;0
2008;2471;Piekary Śląskie;śląskie;1
2014;2401;będziński;śląskie;0
2014;2402;bielski;śląskie;0
2014;2403;cieszyński;śląskie;0
2014;2404;częstochowski;śląskie;0
2014;2405;gliwicki;śląskie;0
2014;2406;kłobucki;śląskie;0
2014;2407;lubliniecki;śląskie;0
2014;2408;mikołowski;śląskie;0
2014;2409;myszkowski;śląskie;0
2008;606;krasnostawski;lubelskie;0
2008;3022;rawicki;wielkopolskie;0
2008;261;Jelenia Góra;dolnośląskie;1
2014;2410;pszczyński;śląskie;0
2014;2411;raciborski;śląskie;0
2008;1062;Piotrków Trybunalski;łódzkie;1
2008;2468;Jaworzno;śląskie;1
2008;2808;kętrzyński;warmińsko-mazurskie;0
2008;2215;wejherowski;pomorskie;0
2014;2412;rybnicki;śląskie;0
2014;2414;bieruńsko-lędziński;śląskie;0
2014;2461;Bielsko-Biała;śląskie;1
2014;2462;Bytom;śląskie;1
2014;2463;Chorzów;śląskie;1
2008;2407;lubliniecki;śląskie;0
2014;2465;Dąbrowa Górnicza;śląskie;1
2014;2466;Gliwice;śląskie;1
2014;2467;Jastrzębie-Zdrój;śląskie;1
2014;2468;Jaworzno;śląskie;1
2014;2469;Katowice;śląskie;1
2014;2470;Mysłowice;śląskie;1
2008;2010;siemiatycki;podlaskie;0
2008;2001;augustowski;podlaskie;0
2008;1217;tatrzański;małopolskie;0
2008;1405;grodziski;mazowieckie;0
2008;2463;Chorzów;śląskie;1
2008;3209;koszaliński;zachodniopomorskie;0
2014;2815;ostródzki;warmińsko-mazurskie;0
2014;2816;piski;warmińsko-mazurskie;0
2008;1004;łęczycki;łódzkie;0
2008;803;międzyrzecki;lubuskie;0
2008;601;bialski;lubelskie;0
2008;2816;piski;warmińsko-mazurskie;0
2008;3202;choszczeński;zachodniopomorskie;0
2008;2008;moniecki;podlaskie;0
2008;3001;chodzieski;wielkopolskie;0
2008;1601;brzeski;opolskie;0
2008;811;żarski;lubuskie;0
2008;1205;gorlicki;małopolskie;0
2008;3020;pleszewski;wielkopolskie;0
2014;3001;chodzieski;wielkopolskie;0
2014;3002;czarnkowsko-trzcianecki;wielkopolskie;0
2014;3003;gnieźnieński;wielkopolskie;0
2008;2613;włoszczowski;świętokrzyskie;0
2008;1404;gostyniński;mazowieckie;0
2008;3004;gostyński;wielkopolskie;0
2008;2213;starogardzki;pomorskie;0
2008;1413;mławski;mazowieckie;0
2008;2005;hajnowski;podlaskie;0
2008;411;radziejowski;kujawsko-pomorskie;0
2008;2209;malborski;pomorskie;0
2008;410;nakielski;kujawsko-pomorskie;0
2008;213;milicki;dolnośląskie;0
2008;2608;pińczowski;świętokrzyskie;0
2008;3007;kaliski;wielkopolskie;0
2008;1611;strzelecki;opolskie;0
2008;3217;wałecki;zachodniopomorskie;0
2008;1206;krakowski;małopolskie;0
2008;612;opolski;lubelskie;0
2008;1019;zduńskowolski;łódzkie;0
2008;1818;stalowowolski;podkarpackie;0
2008;2416;zawierciański;śląskie;0
2008;2461;Bielsko-Biała;śląskie;1
2008;611;łukowski;lubelskie;0
2008;2606;opatowski;świętokrzyskie;0
2008;3016;obornicki;wielkopolskie;0
2008;1803;dębicki;podkarpackie;0
2008;2208;lęborski;pomorskie;0
2008;3205;gryficki;zachodniopomorskie;0
2008;403;bydgoski;kujawsko-pomorskie;0
2008;1422;przasnyski;mazowieckie;0
2008;1419;płocki;mazowieckie;0
2008;3204;goleniowski;zachodniopomorskie;0
2008;2475;Sosnowiec;śląskie;1
2008;804;nowosolski;lubuskie;0
2008;2817;szczycieński;warmińsko-mazurskie;0
2008;1801;bieszczadzki;podkarpackie;0
2008;1812;niżański;podkarpackie;0
2008;2818;gołdapski;warmińsko-mazurskie;0
2008;2604;kielecki;świętokrzyskie;0
2008;3211;policki;zachodniopomorskie;0
2008;1424;pułtuski;mazowieckie;0
2008;605;janowski;lubelskie;0
2008;1425;radomski;mazowieckie;0
2008;2206;kościerski;pomorskie;0
2008;1412;miński;mazowieckie;0
2008;1002;kutnowski;łódzkie;0
2008;1202;brzeski;małopolskie;0
2008;3005;grodziski;wielkopolskie;0
2008;664;Zamość;lubelskie;1
2008;221;wałbrzyski;dolnośląskie;0
2008;3213;sławieński;zachodniopomorskie;0
2008;461;Bydgoszcz;kujawsko-pomorskie;1
2008;2261;Gdańsk;pomorskie;1
2008;3216;świdwiński;zachodniopomorskie;0
2008;1418;piaseczyński;mazowieckie;0
2008;1411;makowski;mazowieckie;0
2008;2002;białostocki;podlaskie;0
2008;3064;Poznań;wielkopolskie;1
2008;1415;ostrołęcki;mazowieckie;0
2008;602;biłgorajski;lubelskie;0
2008;2411;raciborski;śląskie;0
2008;1427;sierpecki;mazowieckie;0
2008;1010;piotrkowski;łódzkie;0
2008;1011;poddębicki;łódzkie;0
2008;2807;iławski;warmińsko-mazurskie;0
2008;3012;krotoszyński;wielkopolskie;0
2008;1016;tomaszowski;łódzkie;0
2008;1420;płoński;mazowieckie;0
2008;2603;kazimierski;świętokrzyskie;0
2008;205;jaworski;dolnośląskie;0
2008;1433;węgrowski;mazowieckie;0
2008;2802;braniewski;warmińsko-mazurskie;0
2008;1262;Nowy Sącz;małopolskie;1
2008;1607;nyski;opolskie;0
2008;607;kraśnicki;lubelskie;0
2008;201;bolesławiecki;dolnośląskie;0
2008;206;jeleniogórski;dolnośląskie;0
2008;809;zielonogórski;lubuskie;0
2008;1015;skierniewicki;łódzkie;0
2008;2611;starachowicki;świętokrzyskie;0
2008;3018;ostrzeszowski;wielkopolskie;0
2008;615;radzyński;lubelskie;0
2008;2806;giżycki;warmińsko-mazurskie;0
2008;401;aleksandrowski;kujawsko-pomorskie;0
2008;404;chełmiński;kujawsko-pomorskie;0
2008;661;Biała Podlaska;lubelskie;1
2008;2467;Jastrzębie-Zdrój;śląskie;1
2008;2205;kartuski;pomorskie;0
