rok;wojewodztwo;powiat;gmina;teryt
2010;lubelskie;kraśnicki;wilkołaz;60709
2010;lubelskie;kraśnicki;kraśnik;60705
2010;lubelskie;kraśnicki;szastarka;60706
2010;lubelskie;kraśnicki;urzędów;60708
2010;lubelskie;kraśnicki;trzydnik duży;60707
2010;lubelskie;kraśnicki;kraśnik;60701
2011;lubelskie;kraśnicki;zakrzówek;60710
2011;lubelskie;kraśnicki;annopol;60702
2011;lubelskie;kraśnicki;dzierzkowice;60703
2011;lubelskie;kraśnicki;gościeradów;60704
2011;lubelskie;kraśnicki;wilkołaz;60709
2011;lubelskie;kraśnicki;szastarka;60706
2011;lubelskie;kraśnicki;kraśnik;60705
2011;lubelskie;kraśnicki;urzędów;60708
2011;lubelskie;kraśnicki;kraśnik;60701
2011;lubelskie;kraśnicki;trzydnik duży;60707
2012;lubelskie;kraśnicki;zakrzówek;60710
2012;lubelskie;kraśnicki;urzędów;60708
2012;lubelskie;kraśnicki;annopol;60702
2012;lubelskie;kraśnicki;kraśnik;60701
2012;lubelskie;kraśnicki;dzierzkowice;60703
2012;lubelskie;kraśnicki;trzydnik duży;60707
2012;lubelskie;kraśnicki;wilkołaz;60709
2012;lubelskie;kraśnicki;kraśnik;60705
2012;lubelskie;kraśnicki;gościeradów;60704
2012;lubelskie;kraśnicki;szastarka;60706
2013;lubelskie;kraśnicki;gościeradów;60704
2013;lubelskie;kraśnicki;urzędów;60708
2013;lubelskie;kraśnicki;annopol;60702
2013;lubelskie;kraśnicki;trzydnik duży;60707
2013;lubelskie;kraśnicki;szastarka;60706
2013;lubelskie;kraśnicki;zakrzówek;60710
2013;lubelskie;kraśnicki;dzierzkowice;60703
2013;lubelskie;kraśnicki;wilkołaz;60709
2013;lubelskie;kraśnicki;kraśnik;60701
2013;lubelskie;kraśnicki;kraśnik;60705
2014;lubelskie;kraśnicki;dzierzkowice;60703
2014;lubelskie;kraśnicki;wilkołaz;60709
2014;lubelskie;kraśnicki;szastarka;60706
2014;lubelskie;kraśnicki;kraśnik;60705
2014;lubelskie;kraśnicki;zakrzówek;60710
2014;lubelskie;kraśnicki;urzędów;60708
2014;lubelskie;kraśnicki;trzydnik duży;60707
2014;lubelskie;kraśnicki;kraśnik;60701
2014;lubelskie;kraśnicki;annopol;60702
2014;lubelskie;kraśnicki;gościeradów;60704
2015;lubelskie;kraśnicki;szastarka;60706
2015;lubelskie;kraśnicki;trzydnik duży;60707
2015;lubelskie;kraśnicki;urzędów;60708
2015;lubelskie;kraśnicki;dzierzkowice;60703
2015;lubelskie;kraśnicki;kraśnik;60705
2015;lubelskie;kraśnicki;wilkołaz;60709
2015;lubelskie;kraśnicki;zakrzówek;60710
2015;lubelskie;kraśnicki;annopol;60702
2015;lubelskie;kraśnicki;kraśnik;60701
2015;lubelskie;kraśnicki;gościeradów;60704
1999;lubuskie;sulęciński;sulęcin;80704
1999;lubuskie;sulęciński;krzeszyce;80701
1999;lubuskie;sulęciński;lubniewice;80702
1999;lubuskie;sulęciński;słońsk;80703
1999;lubuskie;sulęciński;torzym;80705
2000;lubuskie;sulęciński;lubniewice;80702
2000;lubuskie;sulęciński;krzeszyce;80701
2000;lubuskie;sulęciński;sulęcin;80704
2000;lubuskie;sulęciński;torzym;80705
2000;lubuskie;sulęciński;słońsk;80703
2001;lubuskie;sulęciński;słońsk;80703
2001;lubuskie;sulęciński;lubniewice;80702
2001;lubuskie;sulęciński;torzym;80705
2001;lubuskie;sulęciński;krzeszyce;80701
2001;lubuskie;sulęciński;sulęcin;80704
2002;lubuskie;sulęciński;lubniewice;80702
2002;lubuskie;sulęciński;torzym;80705
2002;lubuskie;sulęciński;sulęcin;80704
2002;lubuskie;sulęciński;słońsk;80703
2002;lubuskie;sulęciński;krzeszyce;80701
2003;lubuskie;sulęciński;sulęcin;80704
2003;lubuskie;sulęciński;torzym;80705
2003;lubuskie;sulęciński;lubniewice;80702
2003;lubuskie;sulęciński;krzeszyce;80701
2003;lubuskie;sulęciński;słońsk;80703
2004;lubuskie;sulęciński;torzym;80705
2004;lubuskie;sulęciński;sulęcin;80704
2004;lubuskie;sulęciński;lubniewice;80702
2004;lubuskie;sulęciński;słońsk;80703
2004;lubuskie;sulęciński;krzeszyce;80701
2005;lubuskie;sulęciński;sulęcin;80704
2005;lubuskie;sulęciński;słońsk;80703
2005;lubuskie;sulęciński;torzym;80705
2005;lubuskie;sulęciński;krzeszyce;80701
2005;lubuskie;sulęciński;lubniewice;80702
2006;lubuskie;sulęciński;słońsk;80703
2006;lubuskie;sulęciński;krzeszyce;80701
2006;lubuskie;sulęciński;torzym;80705
2006;lubuskie;sulęciński;lubniewice;80702
2006;lubuskie;sulęciński;sulęcin;80704
2007;lubuskie;sulęciński;torzym;80705
2007;lubuskie;sulęciński;lubniewice;80702
2007;lubuskie;sulęciński;sulęcin;80704
2007;lubuskie;sulęciński;słońsk;80703
2007;lubuskie;sulęciński;krzeszyce;80701
2008;lubuskie;sulęciński;krzeszyce;80701
2008;lubuskie;sulęciński;torzym;80705
2008;lubuskie;sulęciński;słońsk;80703
2008;lubuskie;sulęciński;sulęcin;80704
2008;lubuskie;sulęciński;lubniewice;80702
2009;lubuskie;sulęciński;lubniewice;80702
2009;lubuskie;sulęciński;krzeszyce;80701
2009;lubuskie;sulęciński;torzym;80705
2009;lubuskie;sulęciński;sulęcin;80704
2009;lubuskie;sulęciński;słońsk;80703
2010;lubuskie;sulęciński;torzym;80705
2010;lubuskie;sulęciński;krzeszyce;80701
2010;lubuskie;sulęciński;lubniewice;80702
2010;lubuskie;sulęciński;słońsk;80703
2010;lubuskie;sulęciński;sulęcin;80704
2011;lubuskie;sulęciński;krzeszyce;80701
2011;lubuskie;sulęciński;torzym;80705
2011;lubuskie;sulęciński;sulęcin;80704
2011;lubuskie;sulęciński;słońsk;80703
2011;lubuskie;sulęciński;lubniewice;80702
2012;lubuskie;sulęciński;torzym;80705
2012;lubuskie;sulęciński;lubniewice;80702
2012;lubuskie;sulęciński;słońsk;80703
2012;lubuskie;sulęciński;sulęcin;80704
2012;lubuskie;sulęciński;krzeszyce;80701
2013;lubuskie;sulęciński;słońsk;80703
2013;lubuskie;sulęciński;lubniewice;80702
2013;lubuskie;sulęciński;torzym;80705
2013;lubuskie;sulęciński;sulęcin;80704
2013;lubuskie;sulęciński;krzeszyce;80701
2014;lubuskie;sulęciński;słońsk;80703
2014;lubuskie;sulęciński;krzeszyce;80701
2014;lubuskie;sulęciński;lubniewice;80702
2014;lubuskie;sulęciński;torzym;80705
2014;lubuskie;sulęciński;sulęcin;80704
2015;lubuskie;sulęciński;lubniewice;80702
2015;lubuskie;sulęciński;słońsk;80703
2015;lubuskie;sulęciński;torzym;80705
2015;lubuskie;sulęciński;sulęcin;80704
2015;lubuskie;sulęciński;krzeszyce;80701
1999;łódzkie;opoczyński;poświętne;100706
1999;łódzkie;opoczyński;białaczów;100701
1999;łódzkie;opoczyński;drzewica;100702
1999;łódzkie;opoczyński;mniszków;100703
1999;łódzkie;opoczyński;opoczno;100704
1999;łódzkie;opoczyński;paradyż;100705
1999;łódzkie;opoczyński;sławno;100707
1999;łódzkie;opoczyński;żarnów;100708
2000;łódzkie;opoczyński;poświętne;100706
2000;łódzkie;opoczyński;sławno;100707
2000;łódzkie;opoczyński;żarnów;100708
2000;łódzkie;opoczyński;mniszków;100703
2000;łódzkie;opoczyński;drzewica;100702
2000;łódzkie;opoczyński;białaczów;100701
2000;łódzkie;opoczyński;opoczno;100704
2000;łódzkie;opoczyński;paradyż;100705
2001;łódzkie;opoczyński;żarnów;100708
2001;łódzkie;opoczyński;białaczów;100701
2001;łódzkie;opoczyński;drzewica;100702
2001;łódzkie;opoczyński;mniszków;100703
2001;łódzkie;opoczyński;opoczno;100704
2001;łódzkie;opoczyński;paradyż;100705
2001;łódzkie;opoczyński;poświętne;100706
2001;łódzkie;opoczyński;sławno;100707
2002;łódzkie;opoczyński;sławno;100707
2002;łódzkie;opoczyński;żarnów;100708
2002;łódzkie;opoczyński;mniszków;100703
2002;łódzkie;opoczyński;drzewica;100702
2002;łódzkie;opoczyński;poświętne;100706
2002;łódzkie;opoczyński;paradyż;100705
2002;łódzkie;opoczyński;opoczno;100704
2002;łódzkie;opoczyński;białaczów;100701
2003;łódzkie;opoczyński;poświętne;100706
2003;łódzkie;opoczyński;białaczów;100701
2003;łódzkie;opoczyński;drzewica;100702
2003;łódzkie;opoczyński;żarnów;100708
2003;łódzkie;opoczyński;paradyż;100705
2003;łódzkie;opoczyński;sławno;100707
2003;łódzkie;opoczyński;opoczno;100704
2003;łódzkie;opoczyński;mniszków;100703
2004;łódzkie;opoczyński;opoczno;100704
2004;łódzkie;opoczyński;paradyż;100705
2004;łódzkie;opoczyński;poświętne;100706
2004;łódzkie;opoczyński;białaczów;100701
2004;łódzkie;opoczyński;sławno;100707
2004;łódzkie;opoczyński;żarnów;100708
2004;łódzkie;opoczyński;mniszków;100703
2004;łódzkie;opoczyński;drzewica;100702
2005;łódzkie;opoczyński;poświętne;100706
2005;łódzkie;opoczyński;białaczów;100701
2005;łódzkie;opoczyński;żarnów;100708
2005;łódzkie;opoczyński;mniszków;100703
2005;łódzkie;opoczyński;sławno;100707
2005;łódzkie;opoczyński;drzewica;100702
2005;łódzkie;opoczyński;opoczno;100704
2005;łódzkie;opoczyński;paradyż;100705
2006;łódzkie;opoczyński;drzewica;100702
2006;łódzkie;opoczyński;białaczów;100701
2006;łódzkie;opoczyński;opoczno;100704
2006;łódzkie;opoczyński;żarnów;100708
2006;łódzkie;opoczyński;mniszków;100703
2006;łódzkie;opoczyński;poświętne;100706
2006;łódzkie;opoczyński;paradyż;100705
2006;łódzkie;opoczyński;sławno;100707
2007;łódzkie;opoczyński;drzewica;100702
2007;łódzkie;opoczyński;białaczów;100701
2007;łódzkie;opoczyński;żarnów;100708
2007;łódzkie;opoczyński;sławno;100707
2007;łódzkie;opoczyński;poświętne;100706
2007;łódzkie;opoczyński;paradyż;100705
2007;łódzkie;opoczyński;opoczno;100704
2007;łódzkie;opoczyński;mniszków;100703
2008;łódzkie;opoczyński;poświętne;100706
2008;łódzkie;opoczyński;żarnów;100708
2008;łódzkie;opoczyński;sławno;100707
2008;łódzkie;opoczyński;opoczno;100704
2008;łódzkie;opoczyński;mniszków;100703
2008;łódzkie;opoczyński;drzewica;100702
2008;łódzkie;opoczyński;białaczów;100701
2008;łódzkie;opoczyński;paradyż;100705
2009;łódzkie;opoczyński;opoczno;100704
2009;łódzkie;opoczyński;poświętne;100706
2009;łódzkie;opoczyński;paradyż;100705
2009;łódzkie;opoczyński;mniszków;100703
2009;łódzkie;opoczyński;drzewica;100702
2009;łódzkie;opoczyński;białaczów;100701
2009;łódzkie;opoczyński;sławno;100707
2009;łódzkie;opoczyński;żarnów;100708
2010;łódzkie;opoczyński;opoczno;100704
2010;łódzkie;opoczyński;paradyż;100705
2010;łódzkie;opoczyński;żarnów;100708
2010;łódzkie;opoczyński;sławno;100707
2010;łódzkie;opoczyński;poświętne;100706
2010;łódzkie;opoczyński;białaczów;100701
2010;łódzkie;opoczyński;drzewica;100702
2010;łódzkie;opoczyński;mniszków;100703
2011;łódzkie;opoczyński;paradyż;100705
2011;łódzkie;opoczyński;drzewica;100702
2011;łódzkie;opoczyński;mniszków;100703
2011;łódzkie;opoczyński;poświętne;100706
2011;łódzkie;opoczyński;żarnów;100708
2011;łódzkie;opoczyński;sławno;100707
2011;łódzkie;opoczyński;białaczów;100701
2011;łódzkie;opoczyński;opoczno;100704
2012;łódzkie;opoczyński;paradyż;100705
2012;łódzkie;opoczyński;opoczno;100704
2012;łódzkie;opoczyński;drzewica;100702
2012;łódzkie;opoczyński;białaczów;100701
2012;łódzkie;opoczyński;mniszków;100703
2012;łódzkie;opoczyński;żarnów;100708
2012;łódzkie;opoczyński;sławno;100707
2012;łódzkie;opoczyński;poświętne;100706
2013;łódzkie;opoczyński;drzewica;100702
2013;łódzkie;opoczyński;białaczów;100701
2013;łódzkie;opoczyński;paradyż;100705
2013;łódzkie;opoczyński;poświętne;100706
2013;łódzkie;opoczyński;sławno;100707
2013;łódzkie;opoczyński;mniszków;100703
2013;łódzkie;opoczyński;żarnów;100708
2013;łódzkie;opoczyński;opoczno;100704
2014;łódzkie;opoczyński;poświętne;100706
2014;łódzkie;opoczyński;paradyż;100705
2014;łódzkie;opoczyński;opoczno;100704
2014;łódzkie;opoczyński;drzewica;100702
2014;łódzkie;opoczyński;białaczów;100701
2014;łódzkie;opoczyński;mniszków;100703
2014;łódzkie;opoczyński;żarnów;100708
2014;łódzkie;opoczyński;sławno;100707
2015;łódzkie;opoczyński;poświętne;100706
2015;łódzkie;opoczyński;sławno;100707
2015;łódzkie;opoczyński;żarnów;100708
2015;łódzkie;opoczyński;drzewica;100702
2015;łódzkie;opoczyński;paradyż;100705
2015;łódzkie;opoczyński;białaczów;100701
2015;łódzkie;opoczyński;opoczno;100704
2015;łódzkie;opoczyński;mniszków;100703
1999;małopolskie;limanowski;mszana dolna;120709
1999;małopolskie;limanowski;słopnice;120711
1999;małopolskie;limanowski;niedźwiedź;120710
1999;małopolskie;limanowski;limanowa;120701
1999;małopolskie;limanowski;dobra;120703
1999;małopolskie;limanowski;limanowa;120707
1999;małopolskie;limanowski;kamienica;120705
1999;małopolskie;limanowski;mszana dolna;120702
1999;małopolskie;limanowski;jodłownik;120704
1999;małopolskie;limanowski;łukowica;120708
1999;małopolskie;limanowski;laskowa;120706
1999;małopolskie;limanowski;tymbark;120712
2000;małopolskie;limanowski;limanowa;120701
2000;małopolskie;limanowski;kamienica;120705
2000;małopolskie;limanowski;mszana dolna;120709
2000;małopolskie;limanowski;laskowa;120706
2000;małopolskie;limanowski;niedźwiedź;120710
2000;małopolskie;limanowski;słopnice;120711
2000;małopolskie;limanowski;tymbark;120712
2000;małopolskie;limanowski;jodłownik;120704
2000;małopolskie;limanowski;dobra;120703
2000;małopolskie;limanowski;mszana dolna;120702
2000;małopolskie;limanowski;limanowa;120707
2000;małopolskie;limanowski;łukowica;120708
2001;małopolskie;limanowski;łukowica;120708
2001;małopolskie;limanowski;słopnice;120711
2001;małopolskie;limanowski;niedźwiedź;120710
2001;małopolskie;limanowski;mszana dolna;120709
2001;małopolskie;limanowski;tymbark;120712
2001;małopolskie;limanowski;limanowa;120701
2001;małopolskie;limanowski;mszana dolna;120702
2001;małopolskie;limanowski;dobra;120703
2001;małopolskie;limanowski;jodłownik;120704
2001;małopolskie;limanowski;kamienica;120705
2001;małopolskie;limanowski;laskowa;120706
2001;małopolskie;limanowski;limanowa;120707
2002;małopolskie;limanowski;dobra;120703
2002;małopolskie;limanowski;laskowa;120706
2002;małopolskie;limanowski;mszana dolna;120702
2002;małopolskie;limanowski;niedźwiedź;120710
2002;małopolskie;limanowski;łukowica;120708
2002;małopolskie;limanowski;jodłownik;120704
2002;małopolskie;limanowski;mszana dolna;120709
2002;małopolskie;limanowski;słopnice;120711
2002;małopolskie;limanowski;tymbark;120712
2002;małopolskie;limanowski;limanowa;120701
2002;małopolskie;limanowski;limanowa;120707
2002;małopolskie;limanowski;kamienica;120705
2003;małopolskie;limanowski;jodłownik;120704
2003;małopolskie;limanowski;dobra;120703
2003;małopolskie;limanowski;mszana dolna;120702
2003;małopolskie;limanowski;tymbark;120712
2003;małopolskie;limanowski;słopnice;120711
2003;małopolskie;limanowski;niedźwiedź;120710
2003;małopolskie;limanowski;mszana dolna;120709
2003;małopolskie;limanowski;łukowica;120708
2003;małopolskie;limanowski;limanowa;120707
2003;małopolskie;limanowski;laskowa;120706
2003;małopolskie;limanowski;kamienica;120705
2003;małopolskie;limanowski;limanowa;120701
2004;małopolskie;limanowski;limanowa;120701
2004;małopolskie;limanowski;limanowa;120707
2004;małopolskie;limanowski;łukowica;120708
2004;małopolskie;limanowski;mszana dolna;120709
2004;małopolskie;limanowski;niedźwiedź;120710
2004;małopolskie;limanowski;jodłownik;120704
2004;małopolskie;limanowski;kamienica;120705
2004;małopolskie;limanowski;laskowa;120706
2004;małopolskie;limanowski;słopnice;120711
2004;małopolskie;limanowski;tymbark;120712
2004;małopolskie;limanowski;dobra;120703
2004;małopolskie;limanowski;mszana dolna;120702
2005;małopolskie;limanowski;niedźwiedź;120710
2005;małopolskie;limanowski;tymbark;120712
2005;małopolskie;limanowski;słopnice;120711
2005;małopolskie;limanowski;jodłownik;120704
2005;małopolskie;limanowski;limanowa;120707
2005;małopolskie;limanowski;limanowa;120701
2005;małopolskie;limanowski;laskowa;120706
2005;małopolskie;limanowski;dobra;120703
2005;małopolskie;limanowski;kamienica;120705
2005;małopolskie;limanowski;mszana dolna;120702
2005;małopolskie;limanowski;łukowica;120708
2005;małopolskie;limanowski;mszana dolna;120709
2006;małopolskie;limanowski;limanowa;120701
2006;małopolskie;limanowski;mszana dolna;120702
2006;małopolskie;limanowski;dobra;120703
2006;małopolskie;limanowski;tymbark;120712
2006;małopolskie;limanowski;niedźwiedź;120710
2006;małopolskie;limanowski;mszana dolna;120709
2006;małopolskie;limanowski;łukowica;120708
2006;małopolskie;limanowski;słopnice;120711
2006;małopolskie;limanowski;limanowa;120707
2006;małopolskie;limanowski;laskowa;120706
2006;małopolskie;limanowski;kamienica;120705
2006;małopolskie;limanowski;jodłownik;120704
2007;małopolskie;limanowski;limanowa;120701
2007;małopolskie;limanowski;niedźwiedź;120710
2007;małopolskie;limanowski;mszana dolna;120709
2007;małopolskie;limanowski;mszana dolna;120702
2007;małopolskie;limanowski;słopnice;120711
2007;małopolskie;limanowski;łukowica;120708
2007;małopolskie;limanowski;dobra;120703
2007;małopolskie;limanowski;jodłownik;120704
2007;małopolskie;limanowski;kamienica;120705
2007;małopolskie;limanowski;laskowa;120706
2007;małopolskie;limanowski;limanowa;120707
2007;małopolskie;limanowski;tymbark;120712
2008;małopolskie;limanowski;dobra;120703
2008;małopolskie;limanowski;limanowa;120707
2008;małopolskie;limanowski;laskowa;120706
2008;małopolskie;limanowski;kamienica;120705
2008;małopolskie;limanowski;jodłownik;120704
2008;małopolskie;limanowski;mszana dolna;120702
2008;małopolskie;limanowski;łukowica;120708
2008;małopolskie;limanowski;limanowa;120701
2008;małopolskie;limanowski;mszana dolna;120709
2008;małopolskie;limanowski;niedźwiedź;120710
2008;małopolskie;limanowski;słopnice;120711
2008;małopolskie;limanowski;tymbark;120712
2009;małopolskie;limanowski;jodłownik;120704
2009;małopolskie;limanowski;tymbark;120712
2009;małopolskie;limanowski;laskowa;120706
2009;małopolskie;limanowski;dobra;120703
2009;małopolskie;limanowski;mszana dolna;120702
2009;małopolskie;limanowski;limanowa;120701
2009;małopolskie;limanowski;słopnice;120711
2009;małopolskie;limanowski;limanowa;120707
2009;małopolskie;limanowski;łukowica;120708
2009;małopolskie;limanowski;niedźwiedź;120710
2009;małopolskie;limanowski;kamienica;120705
2009;małopolskie;limanowski;mszana dolna;120709
2010;małopolskie;limanowski;słopnice;120711
2010;małopolskie;limanowski;mszana dolna;120702
2010;małopolskie;limanowski;mszana dolna;120709
2010;małopolskie;limanowski;kamienica;120705
2010;małopolskie;limanowski;dobra;120703
2010;małopolskie;limanowski;łukowica;120708
2010;małopolskie;limanowski;tymbark;120712
2010;małopolskie;limanowski;jodłownik;120704
2010;małopolskie;limanowski;laskowa;120706
2010;małopolskie;limanowski;limanowa;120707
2010;małopolskie;limanowski;niedźwiedź;120710
2010;małopolskie;limanowski;limanowa;120701
2011;małopolskie;limanowski;jodłownik;120704
2011;małopolskie;limanowski;dobra;120703
2011;małopolskie;limanowski;tymbark;120712
2011;małopolskie;limanowski;słopnice;120711
2011;małopolskie;limanowski;laskowa;120706
2011;małopolskie;limanowski;łukowica;120708
2011;małopolskie;limanowski;kamienica;120705
2011;małopolskie;limanowski;limanowa;120701
2011;małopolskie;limanowski;niedźwiedź;120710
2011;małopolskie;limanowski;mszana dolna;120702
2011;małopolskie;limanowski;mszana dolna;120709
2011;małopolskie;limanowski;limanowa;120707
2012;małopolskie;limanowski;laskowa;120706
2012;małopolskie;limanowski;limanowa;120701
2012;małopolskie;limanowski;niedźwiedź;120710
2012;małopolskie;limanowski;tymbark;120712
2012;małopolskie;limanowski;słopnice;120711
2012;małopolskie;limanowski;mszana dolna;120709
2012;małopolskie;limanowski;łukowica;120708
2012;małopolskie;limanowski;limanowa;120707
2012;małopolskie;limanowski;kamienica;120705
2012;małopolskie;limanowski;jodłownik;120704
2012;małopolskie;limanowski;dobra;120703
2012;małopolskie;limanowski;mszana dolna;120702
2013;małopolskie;limanowski;limanowa;120701
2013;małopolskie;limanowski;niedźwiedź;120710
2013;małopolskie;limanowski;kamienica;120705
2013;małopolskie;limanowski;słopnice;120711
2013;małopolskie;limanowski;tymbark;120712
2013;małopolskie;limanowski;limanowa;120707
2013;małopolskie;limanowski;mszana dolna;120702
2013;małopolskie;limanowski;łukowica;120708
2013;małopolskie;limanowski;jodłownik;120704
2013;małopolskie;limanowski;mszana dolna;120709
2013;małopolskie;limanowski;dobra;120703
2013;małopolskie;limanowski;laskowa;120706
2014;małopolskie;limanowski;dobra;120703
2014;małopolskie;limanowski;jodłownik;120704
2014;małopolskie;limanowski;kamienica;120705
2014;małopolskie;limanowski;laskowa;120706
2014;małopolskie;limanowski;limanowa;120707
2014;małopolskie;limanowski;łukowica;120708
2014;małopolskie;limanowski;tymbark;120712
2014;małopolskie;limanowski;limanowa;120701
2014;małopolskie;limanowski;mszana dolna;120702
2014;małopolskie;limanowski;słopnice;120711
2014;małopolskie;limanowski;niedźwiedź;120710
2014;małopolskie;limanowski;mszana dolna;120709
2015;małopolskie;limanowski;jodłownik;120704
2015;małopolskie;limanowski;laskowa;120706
2015;małopolskie;limanowski;limanowa;120701
2015;małopolskie;limanowski;kamienica;120705
2015;małopolskie;limanowski;słopnice;120711
2015;małopolskie;limanowski;mszana dolna;120702
2015;małopolskie;limanowski;łukowica;120708
2015;małopolskie;limanowski;niedźwiedź;120710
2015;małopolskie;limanowski;limanowa;120707
2015;małopolskie;limanowski;tymbark;120712
2015;małopolskie;limanowski;mszana dolna;120709
2015;małopolskie;limanowski;dobra;120703
1999;mazowieckie;kozienicki;kozienice;140705
1999;mazowieckie;kozienicki;garbatka-letnisko;140701
1999;mazowieckie;kozienicki;magnuszew;140706
1999;mazowieckie;kozienicki;głowaczów;140702
1999;mazowieckie;kozienicki;grabów nad pilicą;140704
1999;mazowieckie;kozienicki;gniewoszów;140703
1999;mazowieckie;kozienicki;sieciechów;140707
2000;mazowieckie;kozienicki;głowaczów;140702
2000;mazowieckie;kozienicki;garbatka-letnisko;140701
2000;mazowieckie;kozienicki;sieciechów;140707
2000;mazowieckie;kozienicki;magnuszew;140706
2000;mazowieckie;kozienicki;kozienice;140705
2000;mazowieckie;kozienicki;grabów nad pilicą;140704
2000;mazowieckie;kozienicki;gniewoszów;140703
2001;mazowieckie;kozienicki;głowaczów;140702
2001;mazowieckie;kozienicki;gniewoszów;140703
2001;mazowieckie;kozienicki;grabów nad pilicą;140704
2001;mazowieckie;kozienicki;kozienice;140705
2001;mazowieckie;kozienicki;garbatka-letnisko;140701
2001;mazowieckie;kozienicki;sieciechów;140707
2001;mazowieckie;kozienicki;magnuszew;140706
2002;mazowieckie;kozienicki;grabów nad pilicą;140704
2002;mazowieckie;kozienicki;garbatka-letnisko;140701
2002;mazowieckie;kozienicki;głowaczów;140702
2002;mazowieckie;kozienicki;kozienice;140705
2002;mazowieckie;kozienicki;magnuszew;140706
2002;mazowieckie;kozienicki;sieciechów;140707
2002;mazowieckie;kozienicki;gniewoszów;140703
2003;mazowieckie;kozienicki;garbatka-letnisko;140701
2003;mazowieckie;kozienicki;gniewoszów;140703
2003;mazowieckie;kozienicki;grabów nad pilicą;140704
2003;mazowieckie;kozienicki;kozienice;140705
2003;mazowieckie;kozienicki;magnuszew;140706
2003;mazowieckie;kozienicki;sieciechów;140707
2003;mazowieckie;kozienicki;głowaczów;140702
2004;mazowieckie;kozienicki;gniewoszów;140703
2004;mazowieckie;kozienicki;sieciechów;140707
2004;mazowieckie;kozienicki;głowaczów;140702
2004;mazowieckie;kozienicki;kozienice;140705
2004;mazowieckie;kozienicki;grabów nad pilicą;140704
2004;mazowieckie;kozienicki;magnuszew;140706
2004;mazowieckie;kozienicki;garbatka-letnisko;140701
2005;mazowieckie;kozienicki;grabów nad pilicą;140704
2005;mazowieckie;kozienicki;sieciechów;140707
2005;mazowieckie;kozienicki;magnuszew;140706
2005;mazowieckie;kozienicki;kozienice;140705
2005;mazowieckie;kozienicki;garbatka-letnisko;140701
2005;mazowieckie;kozienicki;gniewoszów;140703
2005;mazowieckie;kozienicki;głowaczów;140702
2006;mazowieckie;kozienicki;grabów nad pilicą;140704
2006;mazowieckie;kozienicki;garbatka-letnisko;140701
2006;mazowieckie;kozienicki;głowaczów;140702
2006;mazowieckie;kozienicki;kozienice;140705
2006;mazowieckie;kozienicki;sieciechów;140707
2006;mazowieckie;kozienicki;magnuszew;140706
2006;mazowieckie;kozienicki;gniewoszów;140703
2007;mazowieckie;kozienicki;kozienice;140705
2007;mazowieckie;kozienicki;magnuszew;140706
2007;mazowieckie;kozienicki;sieciechów;140707
2007;mazowieckie;kozienicki;głowaczów;140702
2007;mazowieckie;kozienicki;garbatka-letnisko;140701
2007;mazowieckie;kozienicki;gniewoszów;140703
2007;mazowieckie;kozienicki;grabów nad pilicą;140704
2008;mazowieckie;kozienicki;sieciechów;140707
2008;mazowieckie;kozienicki;głowaczów;140702
2008;mazowieckie;kozienicki;garbatka-letnisko;140701
2008;mazowieckie;kozienicki;grabów nad pilicą;140704
2008;mazowieckie;kozienicki;kozienice;140705
2008;mazowieckie;kozienicki;magnuszew;140706
2008;mazowieckie;kozienicki;gniewoszów;140703
2009;mazowieckie;kozienicki;gniewoszów;140703
2009;mazowieckie;kozienicki;głowaczów;140702
2009;mazowieckie;kozienicki;garbatka-letnisko;140701
2009;mazowieckie;kozienicki;magnuszew;140706
2009;mazowieckie;kozienicki;kozienice;140705
2009;mazowieckie;kozienicki;grabów nad pilicą;140704
2009;mazowieckie;kozienicki;sieciechów;140707
2010;mazowieckie;kozienicki;garbatka-letnisko;140701
2010;mazowieckie;kozienicki;magnuszew;140706
2010;mazowieckie;kozienicki;sieciechów;140707
2010;mazowieckie;kozienicki;głowaczów;140702
2010;mazowieckie;kozienicki;gniewoszów;140703
2010;mazowieckie;kozienicki;grabów nad pilicą;140704
2010;mazowieckie;kozienicki;kozienice;140705
2011;mazowieckie;kozienicki;kozienice;140705
2011;mazowieckie;kozienicki;sieciechów;140707
2011;mazowieckie;kozienicki;grabów nad pilicą;140704
2011;mazowieckie;kozienicki;magnuszew;140706
2011;mazowieckie;kozienicki;głowaczów;140702
2011;mazowieckie;kozienicki;gniewoszów;140703
2011;mazowieckie;kozienicki;garbatka-letnisko;140701
2012;mazowieckie;kozienicki;garbatka-letnisko;140701
2012;mazowieckie;kozienicki;kozienice;140705
2012;mazowieckie;kozienicki;sieciechów;140707
2012;mazowieckie;kozienicki;magnuszew;140706
2012;mazowieckie;kozienicki;głowaczów;140702
2012;mazowieckie;kozienicki;gniewoszów;140703
2012;mazowieckie;kozienicki;grabów nad pilicą;140704
2013;mazowieckie;kozienicki;gniewoszów;140703
2013;mazowieckie;kozienicki;sieciechów;140707
2013;mazowieckie;kozienicki;kozienice;140705
2013;mazowieckie;kozienicki;garbatka-letnisko;140701
2013;mazowieckie;kozienicki;magnuszew;140706
2013;mazowieckie;kozienicki;głowaczów;140702
2013;mazowieckie;kozienicki;grabów nad pilicą;140704
2014;mazowieckie;kozienicki;magnuszew;140706
2014;mazowieckie;kozienicki;sieciechów;140707
2014;mazowieckie;kozienicki;kozienice;140705
