rok;wojewodztwo;powiat;gmina;teryt
2008;pomorskie;wejherowski;gniewino;221505
2008;pomorskie;wejherowski;luzino;221507
2008;pomorskie;wejherowski;reda;221501
2008;pomorskie;wejherowski;szemud;221509
2008;pomorskie;wejherowski;linia;221506
2008;pomorskie;wejherowski;wejherowo;221510
2008;pomorskie;wejherowski;rumia;221502
2008;pomorskie;wejherowski;łęczyce;221508
2008;pomorskie;wejherowski;choczewo;221504
2008;pomorskie;wejherowski;wejherowo;221503
2009;pomorskie;wejherowski;wejherowo;221510
2009;pomorskie;wejherowski;wejherowo;221503
2009;pomorskie;wejherowski;gniewino;221505
2009;pomorskie;wejherowski;linia;221506
2009;pomorskie;wejherowski;szemud;221509
2009;pomorskie;wejherowski;rumia;221502
2009;pomorskie;wejherowski;luzino;221507
2009;pomorskie;wejherowski;reda;221501
2009;pomorskie;wejherowski;łęczyce;221508
2009;pomorskie;wejherowski;choczewo;221504
2010;pomorskie;wejherowski;szemud;221509
2010;pomorskie;wejherowski;choczewo;221504
2010;pomorskie;wejherowski;wejherowo;221503
2010;pomorskie;wejherowski;gniewino;221505
2010;pomorskie;wejherowski;linia;221506
2010;pomorskie;wejherowski;wejherowo;221510
2010;pomorskie;wejherowski;luzino;221507
2010;pomorskie;wejherowski;łęczyce;221508
2010;pomorskie;wejherowski;reda;221501
2010;pomorskie;wejherowski;rumia;221502
2011;pomorskie;wejherowski;linia;221506
2011;pomorskie;wejherowski;gniewino;221505
2011;pomorskie;wejherowski;choczewo;221504
2011;pomorskie;wejherowski;łęczyce;221508
2011;pomorskie;wejherowski;reda;221501
2011;pomorskie;wejherowski;rumia;221502
2011;pomorskie;wejherowski;szemud;221509
2011;pomorskie;wejherowski;wejherowo;221510
2011;pomorskie;wejherowski;wejherowo;221503
2011;pomorskie;wejherowski;luzino;221507
2012;pomorskie;wejherowski;luzino;221507
2012;pomorskie;wejherowski;reda;221501
2012;pomorskie;wejherowski;rumia;221502
2012;pomorskie;wejherowski;linia;221506
2012;pomorskie;wejherowski;szemud;221509
2012;pomorskie;wejherowski;choczewo;221504
2012;pomorskie;wejherowski;wejherowo;221510
2012;pomorskie;wejherowski;łęczyce;221508
2012;pomorskie;wejherowski;gniewino;221505
2012;pomorskie;wejherowski;wejherowo;221503
2013;pomorskie;wejherowski;gniewino;221505
2013;pomorskie;wejherowski;szemud;221509
2013;pomorskie;wejherowski;linia;221506
2013;pomorskie;wejherowski;wejherowo;221510
2013;pomorskie;wejherowski;reda;221501
2013;pomorskie;wejherowski;luzino;221507
2013;pomorskie;wejherowski;rumia;221502
2013;pomorskie;wejherowski;choczewo;221504
2013;pomorskie;wejherowski;łęczyce;221508
2013;pomorskie;wejherowski;wejherowo;221503
2014;pomorskie;wejherowski;gniewino;221505
2014;pomorskie;wejherowski;wejherowo;221503
2014;pomorskie;wejherowski;rumia;221502
2014;pomorskie;wejherowski;reda;221501
2014;pomorskie;wejherowski;wejherowo;221510
2014;pomorskie;wejherowski;luzino;221507
2014;pomorskie;wejherowski;szemud;221509
2014;pomorskie;wejherowski;linia;221506
2014;pomorskie;wejherowski;łęczyce;221508
2014;pomorskie;wejherowski;choczewo;221504
2015;pomorskie;wejherowski;linia;221506
2015;pomorskie;wejherowski;łęczyce;221508
2015;pomorskie;wejherowski;wejherowo;221510
2015;pomorskie;wejherowski;reda;221501
2015;pomorskie;wejherowski;szemud;221509
2015;pomorskie;wejherowski;rumia;221502
2015;pomorskie;wejherowski;wejherowo;221503
2015;pomorskie;wejherowski;gniewino;221505
2015;pomorskie;wejherowski;choczewo;221504
2015;pomorskie;wejherowski;luzino;221507
1999;śląskie;wodzisławski;gorzyce;241506
1999;śląskie;wodzisławski;godów;241505
1999;śląskie;wodzisławski;wodzisław śląski;241504
1999;śląskie;wodzisławski;rydułtowy;241503
1999;śląskie;wodzisławski;radlin;241502
1999;śląskie;wodzisławski;pszów;241501
1999;śląskie;wodzisławski;mszana;241509
1999;śląskie;wodzisławski;marklowice;241508
1999;śląskie;wodzisławski;lubomia;241507
2000;śląskie;wodzisławski;radlin;241502
2000;śląskie;wodzisławski;godów;241505
2000;śląskie;wodzisławski;marklowice;241508
2000;śląskie;wodzisławski;rydułtowy;241503
2000;śląskie;wodzisławski;gorzyce;241506
2000;śląskie;wodzisławski;mszana;241509
2000;śląskie;wodzisławski;lubomia;241507
2000;śląskie;wodzisławski;wodzisław śląski;241504
2000;śląskie;wodzisławski;pszów;241501
2001;śląskie;wodzisławski;godów;241505
2001;śląskie;wodzisławski;mszana;241509
2001;śląskie;wodzisławski;marklowice;241508
2001;śląskie;wodzisławski;lubomia;241507
2001;śląskie;wodzisławski;gorzyce;241506
2001;śląskie;wodzisławski;wodzisław śląski;241504
2001;śląskie;wodzisławski;rydułtowy;241503
2001;śląskie;wodzisławski;radlin;241502
2001;śląskie;wodzisławski;pszów;241501
2002;śląskie;wodzisławski;pszów;241501
2002;śląskie;wodzisławski;lubomia;241507
2002;śląskie;wodzisławski;radlin;241502
2002;śląskie;wodzisławski;gorzyce;241506
2002;śląskie;wodzisławski;marklowice;241508
2002;śląskie;wodzisławski;wodzisław śląski;241504
2002;śląskie;wodzisławski;rydułtowy;241503
2002;śląskie;wodzisławski;godów;241505
2002;śląskie;wodzisławski;mszana;241509
2003;śląskie;wodzisławski;mszana;241509
2003;śląskie;wodzisławski;gorzyce;241506
2003;śląskie;wodzisławski;wodzisław śląski;241504
2003;śląskie;wodzisławski;godów;241505
2003;śląskie;wodzisławski;rydułtowy;241503
2003;śląskie;wodzisławski;pszów;241501
2003;śląskie;wodzisławski;radlin;241502
2003;śląskie;wodzisławski;lubomia;241507
2003;śląskie;wodzisławski;marklowice;241508
2004;śląskie;wodzisławski;rydułtowy;241503
2004;śląskie;wodzisławski;radlin;241502
2004;śląskie;wodzisławski;lubomia;241507
2004;śląskie;wodzisławski;pszów;241501
2004;śląskie;wodzisławski;mszana;241509
2004;śląskie;wodzisławski;gorzyce;241506
2004;śląskie;wodzisławski;godów;241505
2004;śląskie;wodzisławski;marklowice;241508
2004;śląskie;wodzisławski;wodzisław śląski;241504
2005;śląskie;wodzisławski;marklowice;241508
2005;śląskie;wodzisławski;mszana;241509
2005;śląskie;wodzisławski;wodzisław śląski;241504
2005;śląskie;wodzisławski;gorzyce;241506
2005;śląskie;wodzisławski;pszów;241501
2005;śląskie;wodzisławski;radlin;241502
2005;śląskie;wodzisławski;lubomia;241507
2005;śląskie;wodzisławski;rydułtowy;241503
2005;śląskie;wodzisławski;godów;241505
2006;śląskie;wodzisławski;mszana;241509
2006;śląskie;wodzisławski;radlin;241502
2006;śląskie;wodzisławski;pszów;241501
2006;śląskie;wodzisławski;gorzyce;241506
2006;śląskie;wodzisławski;godów;241505
2006;śląskie;wodzisławski;rydułtowy;241503
2006;śląskie;wodzisławski;lubomia;241507
2006;śląskie;wodzisławski;wodzisław śląski;241504
2006;śląskie;wodzisławski;marklowice;241508
2007;śląskie;wodzisławski;gorzyce;241506
2007;śląskie;wodzisławski;godów;241505
2007;śląskie;wodzisławski;marklowice;241508
2007;śląskie;wodzisławski;wodzisław śląski;241504
2007;śląskie;wodzisławski;rydułtowy;241503
2007;śląskie;wodzisławski;lubomia;241507
2007;śląskie;wodzisławski;radlin;241502
2007;śląskie;wodzisławski;pszów;241501
2007;śląskie;wodzisławski;mszana;241509
2008;śląskie;wodzisławski;gorzyce;241506
2008;śląskie;wodzisławski;godów;241505
2008;śląskie;wodzisławski;rydułtowy;241503
2008;śląskie;wodzisławski;wodzisław śląski;241504
2008;śląskie;wodzisławski;lubomia;241507
2008;śląskie;wodzisławski;pszów;241501
2008;śląskie;wodzisławski;marklowice;241508
2008;śląskie;wodzisławski;radlin;241502
2008;śląskie;wodzisławski;mszana;241509
2009;śląskie;wodzisławski;gorzyce;241506
2009;śląskie;wodzisławski;mszana;241509
2009;śląskie;wodzisławski;marklowice;241508
2009;śląskie;wodzisławski;lubomia;241507
2009;śląskie;wodzisławski;godów;241505
2009;śląskie;wodzisławski;wodzisław śląski;241504
2009;śląskie;wodzisławski;radlin;241502
2009;śląskie;wodzisławski;rydułtowy;241503
2009;śląskie;wodzisławski;pszów;241501
2010;śląskie;wodzisławski;rydułtowy;241503
2010;śląskie;wodzisławski;wodzisław śląski;241504
2010;śląskie;wodzisławski;radlin;241502
2010;śląskie;wodzisławski;gorzyce;241506
2010;śląskie;wodzisławski;godów;241505
2010;śląskie;wodzisławski;mszana;241509
2010;śląskie;wodzisławski;marklowice;241508
2010;śląskie;wodzisławski;lubomia;241507
2010;śląskie;wodzisławski;pszów;241501
2011;śląskie;wodzisławski;mszana;241509
2011;śląskie;wodzisławski;lubomia;241507
2011;śląskie;wodzisławski;gorzyce;241506
2011;śląskie;wodzisławski;godów;241505
2011;śląskie;wodzisławski;rydułtowy;241503
2011;śląskie;wodzisławski;radlin;241502
2011;śląskie;wodzisławski;pszów;241501
2011;śląskie;wodzisławski;wodzisław śląski;241504
2011;śląskie;wodzisławski;marklowice;241508
2012;śląskie;wodzisławski;wodzisław śląski;241504
2012;śląskie;wodzisławski;rydułtowy;241503
2012;śląskie;wodzisławski;godów;241505
2012;śląskie;wodzisławski;gorzyce;241506
2012;śląskie;wodzisławski;pszów;241501
2012;śląskie;wodzisławski;mszana;241509
2012;śląskie;wodzisławski;marklowice;241508
2012;śląskie;wodzisławski;lubomia;241507
2012;śląskie;wodzisławski;radlin;241502
2013;śląskie;wodzisławski;mszana;241509
2013;śląskie;wodzisławski;gorzyce;241506
2013;śląskie;wodzisławski;rydułtowy;241503
2013;śląskie;wodzisławski;radlin;241502
2013;śląskie;wodzisławski;pszów;241501
2013;śląskie;wodzisławski;godów;241505
2013;śląskie;wodzisławski;marklowice;241508
2013;śląskie;wodzisławski;lubomia;241507
2013;śląskie;wodzisławski;wodzisław śląski;241504
2014;śląskie;wodzisławski;wodzisław śląski;241504
2014;śląskie;wodzisławski;mszana;241509
2014;śląskie;wodzisławski;gorzyce;241506
2014;śląskie;wodzisławski;marklowice;241508
2014;śląskie;wodzisławski;pszów;241501
2014;śląskie;wodzisławski;radlin;241502
2014;śląskie;wodzisławski;godów;241505
2014;śląskie;wodzisławski;rydułtowy;241503
2014;śląskie;wodzisławski;lubomia;241507
2015;śląskie;wodzisławski;rydułtowy;241503
2015;śląskie;wodzisławski;godów;241505
2015;śląskie;wodzisławski;marklowice;241508
2015;śląskie;wodzisławski;pszów;241501
2015;śląskie;wodzisławski;lubomia;241507
2015;śląskie;wodzisławski;wodzisław śląski;241504
2015;śląskie;wodzisławski;mszana;241509
2015;śląskie;wodzisławski;gorzyce;241506
2015;śląskie;wodzisławski;radlin;241502
1999;warmińsko-mazurskie;ostródzki;małdyty;281505
1999;warmińsko-mazurskie;ostródzki;ostróda;281509
1999;warmińsko-mazurskie;ostródzki;morąg;281508
1999;warmińsko-mazurskie;ostródzki;miłomłyn;281507
1999;warmińsko-mazurskie;ostródzki;miłakowo;281506
1999;warmińsko-mazurskie;ostródzki;łukta;281504
1999;warmińsko-mazurskie;ostródzki;grunwald;281503
1999;warmińsko-mazurskie;ostródzki;dąbrówno;281502
1999;warmińsko-mazurskie;ostródzki;ostróda;281501
2000;warmińsko-mazurskie;ostródzki;ostróda;281509
2000;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2000;warmińsko-mazurskie;ostródzki;łukta;281504
2000;warmińsko-mazurskie;ostródzki;ostróda;281501
2000;warmińsko-mazurskie;ostródzki;małdyty;281505
2000;warmińsko-mazurskie;ostródzki;grunwald;281503
2000;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2000;warmińsko-mazurskie;ostródzki;miłakowo;281506
2000;warmińsko-mazurskie;ostródzki;morąg;281508
2001;warmińsko-mazurskie;ostródzki;łukta;281504
2001;warmińsko-mazurskie;ostródzki;ostróda;281509
2001;warmińsko-mazurskie;ostródzki;morąg;281508
2001;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2001;warmińsko-mazurskie;ostródzki;miłakowo;281506
2001;warmińsko-mazurskie;ostródzki;małdyty;281505
2001;warmińsko-mazurskie;ostródzki;grunwald;281503
2001;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2001;warmińsko-mazurskie;ostródzki;ostróda;281501
2002;warmińsko-mazurskie;ostródzki;miłakowo;281506
2002;warmińsko-mazurskie;ostródzki;morąg;281508
2002;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2002;warmińsko-mazurskie;ostródzki;ostróda;281501
2002;warmińsko-mazurskie;ostródzki;ostróda;281509
2002;warmińsko-mazurskie;ostródzki;małdyty;281505
2002;warmińsko-mazurskie;ostródzki;grunwald;281503
2002;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2002;warmińsko-mazurskie;ostródzki;łukta;281504
2003;warmińsko-mazurskie;ostródzki;ostróda;281509
2003;warmińsko-mazurskie;ostródzki;ostróda;281501
2003;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2003;warmińsko-mazurskie;ostródzki;grunwald;281503
2003;warmińsko-mazurskie;ostródzki;łukta;281504
2003;warmińsko-mazurskie;ostródzki;małdyty;281505
2003;warmińsko-mazurskie;ostródzki;miłakowo;281506
2003;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2003;warmińsko-mazurskie;ostródzki;morąg;281508
2004;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2004;warmińsko-mazurskie;ostródzki;ostróda;281501
2004;warmińsko-mazurskie;ostródzki;ostróda;281509
2004;warmińsko-mazurskie;ostródzki;miłakowo;281506
2004;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2004;warmińsko-mazurskie;ostródzki;małdyty;281505
2004;warmińsko-mazurskie;ostródzki;łukta;281504
2004;warmińsko-mazurskie;ostródzki;grunwald;281503
2004;warmińsko-mazurskie;ostródzki;morąg;281508
2005;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2005;warmińsko-mazurskie;ostródzki;ostróda;281501
2005;warmińsko-mazurskie;ostródzki;ostróda;281509
2005;warmińsko-mazurskie;ostródzki;morąg;281508
2005;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2005;warmińsko-mazurskie;ostródzki;miłakowo;281506
2005;warmińsko-mazurskie;ostródzki;łukta;281504
2005;warmińsko-mazurskie;ostródzki;małdyty;281505
2005;warmińsko-mazurskie;ostródzki;grunwald;281503
2006;warmińsko-mazurskie;ostródzki;małdyty;281505
2006;warmińsko-mazurskie;ostródzki;morąg;281508
2006;warmińsko-mazurskie;ostródzki;ostróda;281509
2006;warmińsko-mazurskie;ostródzki;miłakowo;281506
2006;warmińsko-mazurskie;ostródzki;ostróda;281501
2006;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2006;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2006;warmińsko-mazurskie;ostródzki;grunwald;281503
2006;warmińsko-mazurskie;ostródzki;łukta;281504
2007;warmińsko-mazurskie;ostródzki;łukta;281504
2007;warmińsko-mazurskie;ostródzki;grunwald;281503
2007;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2007;warmińsko-mazurskie;ostródzki;małdyty;281505
2007;warmińsko-mazurskie;ostródzki;ostróda;281501
2007;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2007;warmińsko-mazurskie;ostródzki;miłakowo;281506
2007;warmińsko-mazurskie;ostródzki;ostróda;281509
2007;warmińsko-mazurskie;ostródzki;morąg;281508
2008;warmińsko-mazurskie;ostródzki;ostróda;281501
2008;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2008;warmińsko-mazurskie;ostródzki;grunwald;281503
2008;warmińsko-mazurskie;ostródzki;ostróda;281509
2008;warmińsko-mazurskie;ostródzki;łukta;281504
2008;warmińsko-mazurskie;ostródzki;miłakowo;281506
2008;warmińsko-mazurskie;ostródzki;morąg;281508
2008;warmińsko-mazurskie;ostródzki;małdyty;281505
2008;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2009;warmińsko-mazurskie;ostródzki;grunwald;281503
2009;warmińsko-mazurskie;ostródzki;małdyty;281505
2009;warmińsko-mazurskie;ostródzki;ostróda;281509
2009;warmińsko-mazurskie;ostródzki;morąg;281508
2009;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2009;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2009;warmińsko-mazurskie;ostródzki;miłakowo;281506
2009;warmińsko-mazurskie;ostródzki;ostróda;281501
2009;warmińsko-mazurskie;ostródzki;łukta;281504
2010;warmińsko-mazurskie;ostródzki;morąg;281508
2010;warmińsko-mazurskie;ostródzki;ostróda;281509
2010;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2010;warmińsko-mazurskie;ostródzki;miłakowo;281506
2010;warmińsko-mazurskie;ostródzki;małdyty;281505
2010;warmińsko-mazurskie;ostródzki;łukta;281504
2010;warmińsko-mazurskie;ostródzki;grunwald;281503
2010;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2010;warmińsko-mazurskie;ostródzki;ostróda;281501
2011;warmińsko-mazurskie;ostródzki;morąg;281508
2011;warmińsko-mazurskie;ostródzki;małdyty;281505
2011;warmińsko-mazurskie;ostródzki;ostróda;281509
2011;warmińsko-mazurskie;ostródzki;ostróda;281501
2011;warmińsko-mazurskie;ostródzki;miłakowo;281506
2011;warmińsko-mazurskie;ostródzki;grunwald;281503
2011;warmińsko-mazurskie;ostródzki;łukta;281504
2011;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2011;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2012;warmińsko-mazurskie;ostródzki;miłakowo;281506
2012;warmińsko-mazurskie;ostródzki;ostróda;281509
2012;warmińsko-mazurskie;ostródzki;morąg;281508
2012;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2012;warmińsko-mazurskie;ostródzki;łukta;281504
2012;warmińsko-mazurskie;ostródzki;grunwald;281503
2012;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2012;warmińsko-mazurskie;ostródzki;ostróda;281501
2012;warmińsko-mazurskie;ostródzki;małdyty;281505
2013;warmińsko-mazurskie;ostródzki;ostróda;281501
2013;warmińsko-mazurskie;ostródzki;małdyty;281505
2013;warmińsko-mazurskie;ostródzki;ostróda;281509
2013;warmińsko-mazurskie;ostródzki;grunwald;281503
2013;warmińsko-mazurskie;ostródzki;miłakowo;281506
2013;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2013;warmińsko-mazurskie;ostródzki;morąg;281508
2013;warmińsko-mazurskie;ostródzki;łukta;281504
2013;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2014;warmińsko-mazurskie;ostródzki;miłakowo;281506
2014;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2014;warmińsko-mazurskie;ostródzki;grunwald;281503
2014;warmińsko-mazurskie;ostródzki;łukta;281504
2014;warmińsko-mazurskie;ostródzki;ostróda;281501
2014;warmińsko-mazurskie;ostródzki;małdyty;281505
2014;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2014;warmińsko-mazurskie;ostródzki;morąg;281508
2014;warmińsko-mazurskie;ostródzki;ostróda;281509
2015;warmińsko-mazurskie;ostródzki;dąbrówno;281502
2015;warmińsko-mazurskie;ostródzki;grunwald;281503
2015;warmińsko-mazurskie;ostródzki;morąg;281508
2015;warmińsko-mazurskie;ostródzki;miłomłyn;281507
2015;warmińsko-mazurskie;ostródzki;miłakowo;281506
2015;warmińsko-mazurskie;ostródzki;ostróda;281509
2015;warmińsko-mazurskie;ostródzki;małdyty;281505
2015;warmińsko-mazurskie;ostródzki;ostróda;281501
2015;warmińsko-mazurskie;ostródzki;łukta;281504
1999;wielkopolskie;nowotomyski;lwówek;301502
1999;wielkopolskie;nowotomyski;miedzichowo;301503
1999;wielkopolskie;nowotomyski;nowy tomyśl;301504
1999;wielkopolskie;nowotomyski;opalenica;301505
1999;wielkopolskie;nowotomyski;zbąszyń;301506
1999;wielkopolskie;nowotomyski;kuślin;301501
2000;wielkopolskie;nowotomyski;kuślin;301501
2000;wielkopolskie;nowotomyski;miedzichowo;301503
2000;wielkopolskie;nowotomyski;zbąszyń;301506
2000;wielkopolskie;nowotomyski;nowy tomyśl;301504
2000;wielkopolskie;nowotomyski;opalenica;301505
2000;wielkopolskie;nowotomyski;lwówek;301502
2001;wielkopolskie;nowotomyski;nowy tomyśl;301504
2001;wielkopolskie;nowotomyski;opalenica;301505
2001;wielkopolskie;nowotomyski;miedzichowo;301503
2001;wielkopolskie;nowotomyski;zbąszyń;301506
2001;wielkopolskie;nowotomyski;lwówek;301502
2001;wielkopolskie;nowotomyski;kuślin;301501
2002;wielkopolskie;nowotomyski;miedzichowo;301503
2002;wielkopolskie;nowotomyski;kuślin;301501
2002;wielkopolskie;nowotomyski;lwówek;301502
2002;wielkopolskie;nowotomyski;nowy tomyśl;301504
2002;wielkopolskie;nowotomyski;opalenica;301505
2002;wielkopolskie;nowotomyski;zbąszyń;301506
2003;wielkopolskie;nowotomyski;zbąszyń;301506
2003;wielkopolskie;nowotomyski;opalenica;301505
2003;wielkopolskie;nowotomyski;miedzichowo;301503
2003;wielkopolskie;nowotomyski;nowy tomyśl;301504
2003;wielkopolskie;nowotomyski;lwówek;301502
2003;wielkopolskie;nowotomyski;kuślin;301501
2004;wielkopolskie;nowotomyski;lwówek;301502
2004;wielkopolskie;nowotomyski;kuślin;301501
2004;wielkopolskie;nowotomyski;opalenica;301505
2004;wielkopolskie;nowotomyski;nowy tomyśl;301504
2004;wielkopolskie;nowotomyski;miedzichowo;301503
2004;wielkopolskie;nowotomyski;zbąszyń;301506
2005;wielkopolskie;nowotomyski;nowy tomyśl;301504
2005;wielkopolskie;nowotomyski;kuślin;301501
2005;wielkopolskie;nowotomyski;lwówek;301502
2005;wielkopolskie;nowotomyski;miedzichowo;301503
2005;wielkopolskie;nowotomyski;zbąszyń;301506
2005;wielkopolskie;nowotomyski;opalenica;301505
2006;wielkopolskie;nowotomyski;opalenica;301505
2006;wielkopolskie;nowotomyski;miedzichowo;301503
2006;wielkopolskie;nowotomyski;nowy tomyśl;301504
2006;wielkopolskie;nowotomyski;kuślin;301501
2006;wielkopolskie;nowotomyski;zbąszyń;301506
2006;wielkopolskie;nowotomyski;lwówek;301502
2007;wielkopolskie;nowotomyski;miedzichowo;301503
2007;wielkopolskie;nowotomyski;zbąszyń;301506
2007;wielkopolskie;nowotomyski;kuślin;301501
2007;wielkopolskie;nowotomyski;lwówek;301502
2007;wielkopolskie;nowotomyski;opalenica;301505
2007;wielkopolskie;nowotomyski;nowy tomyśl;301504
2008;wielkopolskie;nowotomyski;lwówek;301502
2008;wielkopolskie;nowotomyski;zbąszyń;301506
2008;wielkopolskie;nowotomyski;opalenica;301505
2008;wielkopolskie;nowotomyski;miedzichowo;301503
2008;wielkopolskie;nowotomyski;nowy tomyśl;301504
2008;wielkopolskie;nowotomyski;kuślin;301501
2009;wielkopolskie;nowotomyski;zbąszyń;301506
2009;wielkopolskie;nowotomyski;nowy tomyśl;301504
2009;wielkopolskie;nowotomyski;miedzichowo;301503
2009;wielkopolskie;nowotomyski;kuślin;301501
2009;wielkopolskie;nowotomyski;lwówek;301502
2009;wielkopolskie;nowotomyski;opalenica;301505
2010;wielkopolskie;nowotomyski;kuślin;301501
2010;wielkopolskie;nowotomyski;zbąszyń;301506
2010;wielkopolskie;nowotomyski;lwówek;301502
2010;wielkopolskie;nowotomyski;miedzichowo;301503
2010;wielkopolskie;nowotomyski;opalenica;301505
2010;wielkopolskie;nowotomyski;nowy tomyśl;301504
2011;wielkopolskie;nowotomyski;lwówek;301502
2011;wielkopolskie;nowotomyski;opalenica;301505
2011;wielkopolskie;nowotomyski;zbąszyń;301506
2011;wielkopolskie;nowotomyski;nowy tomyśl;301504
2011;wielkopolskie;nowotomyski;kuślin;301501
2011;wielkopolskie;nowotomyski;miedzichowo;301503
2012;wielkopolskie;nowotomyski;kuślin;301501
2012;wielkopolskie;nowotomyski;nowy tomyśl;301504
2012;wielkopolskie;nowotomyski;miedzichowo;301503
2012;wielkopolskie;nowotomyski;lwówek;301502
2012;wielkopolskie;nowotomyski;opalenica;301505
2012;wielkopolskie;nowotomyski;zbąszyń;301506
2013;wielkopolskie;nowotomyski;opalenica;301505
2013;wielkopolskie;nowotomyski;kuślin;301501
2013;wielkopolskie;nowotomyski;zbąszyń;301506
2013;wielkopolskie;nowotomyski;lwówek;301502
2013;wielkopolskie;nowotomyski;nowy tomyśl;301504
2013;wielkopolskie;nowotomyski;miedzichowo;301503
2014;wielkopolskie;nowotomyski;opalenica;301505
2014;wielkopolskie;nowotomyski;zbąszyń;301506
2014;wielkopolskie;nowotomyski;lwówek;301502
2014;wielkopolskie;nowotomyski;nowy tomyśl;301504
2014;wielkopolskie;nowotomyski;kuślin;301501
2014;wielkopolskie;nowotomyski;miedzichowo;301503
2015;wielkopolskie;nowotomyski;kuślin;301501
2015;wielkopolskie;nowotomyski;opalenica;301505
2015;wielkopolskie;nowotomyski;zbąszyń;301506
2015;wielkopolskie;nowotomyski;nowy tomyśl;301504
2015;wielkopolskie;nowotomyski;miedzichowo;301503
2015;wielkopolskie;nowotomyski;lwówek;301502
1999;zachodniopomorskie;szczecinecki;grzmiąca;321505
1999;zachodniopomorskie;szczecinecki;szczecinek;321501
1999;zachodniopomorskie;szczecinecki;borne sulinowo;321504
1999;zachodniopomorskie;szczecinecki;barwice;321502
1999;zachodniopomorskie;szczecinecki;biały bór;321503
1999;zachodniopomorskie;szczecinecki;szczecinek;321506
2000;zachodniopomorskie;szczecinecki;biały bór;321503
2000;zachodniopomorskie;szczecinecki;barwice;321502
2000;zachodniopomorskie;szczecinecki;grzmiąca;321505
2000;zachodniopomorskie;szczecinecki;borne sulinowo;321504
2000;zachodniopomorskie;szczecinecki;szczecinek;321501
2000;zachodniopomorskie;szczecinecki;szczecinek;321506
2001;zachodniopomorskie;szczecinecki;barwice;321502
2001;zachodniopomorskie;szczecinecki;grzmiąca;321505
2001;zachodniopomorskie;szczecinecki;borne sulinowo;321504
2001;zachodniopomorskie;szczecinecki;biały bór;321503
2001;zachodniopomorskie;szczecinecki;szczecinek;321501
2001;zachodniopomorskie;szczecinecki;szczecinek;321506
2002;zachodniopomorskie;szczecinecki;szczecinek;321506
2002;zachodniopomorskie;szczecinecki;grzmiąca;321505
2002;zachodniopomorskie;szczecinecki;borne sulinowo;321504
2002;zachodniopomorskie;szczecinecki;biały bór;321503
2002;zachodniopomorskie;szczecinecki;barwice;321502
2002;zachodniopomorskie;szczecinecki;szczecinek;321501
2003;zachodniopomorskie;szczecinecki;borne sulinowo;321504
2003;zachodniopomorskie;szczecinecki;biały bór;321503
2003;zachodniopomorskie;szczecinecki;barwice;321502
2003;zachodniopomorskie;szczecinecki;szczecinek;321501
2003;zachodniopomorskie;szczecinecki;szczecinek;321506
2003;zachodniopomorskie;szczecinecki;grzmiąca;321505
2004;zachodniopomorskie;szczecinecki;biały bór;321503
2004;zachodniopomorskie;szczecinecki;borne sulinowo;321504
2004;zachodniopomorskie;szczecinecki;grzmiąca;321505
2004;zachodniopomorskie;szczecinecki;szczecinek;321506
2004;zachodniopomorskie;szczecinecki;szczecinek;321501
2004;zachodniopomorskie;szczecinecki;barwice;321502
2005;zachodniopomorskie;szczecinecki;biały bór;321503
2005;zachodniopomorskie;szczecinecki;szczecinek;321501
2005;zachodniopomorskie;szczecinecki;szczecinek;321506
2005;zachodniopomorskie;szczecinecki;grzmiąca;321505
2005;zachodniopomorskie;szczecinecki;borne sulinowo;321504
2005;zachodniopomorskie;szczecinecki;barwice;321502
2006;zachodniopomorskie;szczecinecki;grzmiąca;321505
2006;zachodniopomorskie;szczecinecki;barwice;321502
2006;zachodniopomorskie;szczecinecki;biały bór;321503
2006;zachodniopomorskie;szczecinecki;borne sulinowo;321504
